amount,timestamp,transaction_type,mcc_code,merchant_city,merchant_state,merchant_country,entry_mode,pin_used,card_present,is_international,is_overdraft,overdraft_fee,response_code,txn_count_1h,txn_amount_1h,is_fraud
111.68,2024-07-31T13:00:00.000000,refund,5814,Phoenix,AZ,US,signature,false,true,false,false,,00,0,260.03,false
63.64,2024-06-18T17:00:00.000000,refund,5912,Phoenix,AZ,US,atm,false,false,false,false,,00,1,266.28,false
80.83,2024-08-26T13:00:00.000000,atm_withdrawal,5411,Phoenix,WA,US,signature,true,true,false,false,,51,0,128.27,false
281.06,2024-02-01T06:00:00.000000,atm_withdrawal,5814,Seattle,TX,US,contactless,true,true,false,false,,00,1,232.86,true
194.76,2024-08-03T12:00:00.000000,atm_withdrawal,7011,Dallas,WA,US,contactless,true,true,false,false,,00,3,182.38,false
183.13,2024-10-26T22:00:00.000000,atm_withdrawal,7011,Seattle,WA,US,atm,false,true,false,false,,00,2,247.3,false
52.17,2024-01-11T18:00:00.000000,refund,5411,Dallas,AZ,US,atm,false,true,false,false,,51,0,216.06,false
219.01,2024-07-13T15:00:00.000000,atm_withdrawal,5411,Seattle,AZ,US,contactless,true,true,false,false,,00,1,118.25,false
49.86,2024-01-04T11:00:00.000000,atm_withdrawal,5814,Phoenix,AZ,US,contactless,false,true,false,false,,00,2,281.74,false
114.46,2024-06-01T12:00:00.000000,atm_withdrawal,5814,Phoenix,AZ,US,contactless,true,false,false,false,,00,0,171.58,false
296.87,2024-08-02T17:00:00.000000,purchase,5411,Phoenix,WA,US,contactless,true,true,false,false,,51,3,160.85,false
192.36,2024-10-06T19:00:00.000000,refund,,Phoenix,WA,US,atm,false,true,false,false,,00,1,192.42,false
167.53,2024-04-22T15:00:00.000000,atm_withdrawal,5411,Dallas,AZ,US,atm,true,true,false,false,,00,0,211.23,false
205.7,2024-04-22T08:00:00.000000,purchase,5912,Seattle,AZ,US,pin,false,true,false,false,,00,0,11.55,false
253.01,2024-08-11T15:00:00.000000,refund,5912,Dallas,TX,US,atm,true,true,false,false,,51,3,32.79,false
233.02,2024-01-15T12:00:00.000000,atm_withdrawal,5912,Seattle,WA,US,contactless,false,true,false,false,,51,1,137.07,false
69.49,2024-06-21T21:00:00.000000,refund,7011,Phoenix,WA,US,signature,true,true,false,false,,00,2,263.33,false
10.6,2024-12-13T12:00:00.000000,refund,7011,Phoenix,WA,US,contactless,false,false,false,false,,00,0,263.33,false
95.32,2024-03-25T14:00:00.000000,purchase,5912,Phoenix,AZ,US,contactless,false,true,false,false,,00,1,73.72,false
81.05,2024-03-06T19:00:00.000000,atm_withdrawal,5912,Seattle,AZ,US,atm,false,true,false,false,,00,1,161.36,false
64.08,2024-09-30T00:00:00.000000,refund,,Phoenix,AZ,US,pin,false,true,false,false,,00,3,295.15,false
282.93,2024-07-20T18:00:00.000000,purchase,5411,Dallas,TX,US,signature,true,true,false,false,,00,0,11.78,false
263.03,2024-10-15T21:00:00.000000,refund,7011,Dallas,AZ,US,signature,false,true,false,false,,00,2,116.22,false
95.09,2024-01-14T02:00:00.000000,refund,5912,Dallas,TX,US,pin,false,true,false,false,,51,0,229.55,false
196.98,2024-11-25T13:00:00.000000,purchase,,Seattle,AZ,US,contactless,false,true,false,false,,51,0,288.78,false
119.29,2024-03-10T14:00:00.000000,refund,5812,Dallas,WA,US,atm,false,true,false,false,,00,2,56.96,false
274.45,2024-04-03T01:00:00.000000,purchase,5814,Phoenix,TX,US,contactless,false,true,false,false,,00,1,131.87,false
138.2,2024-05-13T12:00:00.000000,atm_withdrawal,5912,Seattle,AZ,US,signature,true,true,false,false,,00,0,265.32,false
80.2,2024-06-16T06:00:00.000000,refund,7011,Phoenix,AZ,US,signature,false,true,false,true,,51,1,232.1,false
74.74,2024-08-20T10:00:00.000000,atm_withdrawal,5912,Seattle,WA,US,contactless,true,true,false,false,,51,3,85.77,false
168.85,2024-06-21T12:00:00.000000,atm_withdrawal,5812,Dallas,AZ,US,signature,false,true,false,false,,00,1,49.95,false
79.56,2024-05-22T13:00:00.000000,refund,5411,Phoenix,WA,US,atm,true,true,false,false,,00,2,88.33,false
175.79,2024-05-09T02:00:00.000000,purchase,7011,Phoenix,AZ,US,signature,false,true,false,false,,00,2,275.71,false
269.45,2024-08-28T00:00:00.000000,refund,5411,Seattle,TX,US,atm,false,true,false,false,,00,3,206.99,false
120.42,2024-10-03T01:00:00.000000,refund,5814,Phoenix,TX,US,contactless,true,true,false,false,,00,1,271.1,false
66.58,2024-06-28T07:00:00.000000,purchase,,Dallas,WA,US,contactless,false,true,false,false,,00,0,139.07,false
299.26,2024-11-28T02:00:00.000000,purchase,5411,Seattle,AZ,US,atm,false,true,false,false,,00,3,193.83,false
153.35,2024-11-29T01:00:00.000000,refund,5912,Phoenix,WA,US,atm,true,true,false,false,,00,2,27.13,false
28.18,2024-01-16T07:00:00.000000,purchase,,Seattle,WA,US,atm,false,true,false,false,,00,1,150.2,false
15.09,2024-04-12T00:00:00.000000,atm_withdrawal,5812,Phoenix,AZ,US,signature,true,true,false,false,,00,2,53.93,false
33.79,2024-11-14T04:00:00.000000,purchase,5411,Dallas,TX,US,contactless,true,true,false,false,,00,0,175.63,false
188.61,2024-05-02T04:00:00.000000,atm_withdrawal,5812,Dallas,TX,US,signature,true,true,false,false,,00,3,268.3,false
237.83,2024-08-30T21:00:00.000000,atm_withdrawal,,Dallas,WA,US,signature,false,true,false,false,,00,3,163.92,false
127.23,2024-02-28T18:00:00.000000,atm_withdrawal,7011,Dallas,WA,US,atm,false,true,false,false,,00,2,117.92,false
19.99,2024-04-21T14:00:00.000000,purchase,7011,Phoenix,WA,US,signature,true,true,false,false,,51,3,97.04,false
115.1,2024-12-24T08:00:00.000000,purchase,5912,Dallas,TX,US,pin,true,false,false,false,,00,1,7.47,false
298.84,2024-07-07T05:00:00.000000,refund,5912,Seattle,TX,US,pin,true,true,false,false,,51,1,136.1,false
159.21,2024-11-06T19:00:00.000000,purchase,5912,Phoenix,TX,US,pin,true,false,false,false,,51,2,268.99,false
291.35,2024-02-28T05:00:00.000000,purchase,5812,Dallas,WA,US,pin,false,true,false,false,,00,2,268.74,false
258.37,2024-06-08T03:00:00.000000,atm_withdrawal,5814,Seattle,WA,US,pin,true,false,false,false,,00,3,264.76,false
4.43,2024-10-23T00:00:00.000000,purchase,5814,Phoenix,TX,US,atm,true,false,false,false,,00,2,27.05,false
216.5,2024-06-08T18:00:00.000000,purchase,5814,Seattle,WA,US,signature,false,true,false,false,,00,1,97.22,false
204.83,2024-12-12T12:00:00.000000,atm_withdrawal,7011,Phoenix,TX,US,signature,false,true,false,false,,00,0,194.57,false
161.55,2024-07-22T22:00:00.000000,purchase,7011,Seattle,TX,US,pin,true,true,false,false,,00,1,213.44,false
80.78,2024-04-11T02:00:00.000000,atm_withdrawal,5814,Dallas,TX,US,signature,true,true,false,false,,00,3,49.2,false
192.65,2024-10-30T22:00:00.000000,purchase,,Seattle,AZ,US,pin,false,true,false,false,,00,2,219.98,false
34.35,2024-11-17T07:00:00.000000,purchase,5912,Seattle,AZ,US,signature,false,true,false,false,,00,2,27.36,false
130.99,2024-02-22T22:00:00.000000,refund,5411,Phoenix,WA,US,atm,true,true,false,false,,00,2,211.87,false
136.66,2024-06-03T21:00:00.000000,purchase,,Phoenix,AZ,US,contactless,false,true,false,false,,51,3,190.22,false
286.19,2024-11-03T03:00:00.000000,atm_withdrawal,,Dallas,TX,US,pin,false,true,false,false,,51,0,25.59,false
262.88,2024-10-16T01:00:00.000000,purchase,5814,Seattle,WA,US,atm,false,true,false,false,,00,3,212.18,false
79.75,2024-06-26T17:00:00.000000,refund,5411,Seattle,TX,US,atm,true,false,false,false,,00,1,218.06,false
150.68,2024-08-07T21:00:00.000000,purchase,5814,Seattle,TX,US,pin,true,true,false,false,,00,0,292.56,false
54.42,2024-07-08T02:00:00.000000,purchase,5411,Seattle,WA,US,pin,false,true,false,false,,51,2,183.62,false
273.88,2024-09-16T20:00:00.000000,atm_withdrawal,5912,Dallas,TX,US,atm,false,false,false,false,,00,1,47.97,false
261.29,2024-06-23T00:00:00.000000,refund,,Phoenix,AZ,US,pin,false,true,false,false,,00,2,165.1,false
90.23,2024-08-03T15:00:00.000000,purchase,7011,Seattle,WA,US,pin,true,true,false,false,,00,0,13.17,false
192.05,2024-02-24T13:00:00.000000,purchase,5814,Dallas,AZ,US,contactless,false,true,false,false,,00,3,51.27,false
183.08,2024-07-04T20:00:00.000000,atm_withdrawal,5814,Dallas,AZ,US,contactless,false,true,false,false,,00,1,100.56,false
46.7,2024-08-23T22:00:00.000000,purchase,,Dallas,WA,US,pin,false,true,false,false,,00,3,261.39,false
228.99,2024-03-19T13:00:00.000000,purchase,,Dallas,TX,US,atm,false,true,false,false,,00,1,258.8,false
162.27,2024-03-31T23:00:00.000000,purchase,5912,Dallas,AZ,US,signature,false,true,false,false,,51,2,48.64,false
233.81,2024-09-24T20:00:00.000000,refund,5812,Phoenix,AZ,US,pin,true,true,false,false,,51,2,43.38,false
159.58,2024-05-18T19:00:00.000000,purchase,5814,Dallas,AZ,US,pin,false,true,true,true,,51,3,230.75,false
1.17,2024-10-02T15:00:00.000000,atm_withdrawal,5411,Phoenix,WA,US,signature,false,true,false,false,,00,2,15.39,false
97.92,2024-08-26T13:00:00.000000,refund,5912,Seattle,TX,US,signature,true,true,false,false,,00,0,92.42,false
6.82,2024-10-30T08:00:00.000000,purchase,,Seattle,TX,US,signature,true,true,false,false,,51,0,219.05,false
278.8,2024-06-14T07:00:00.000000,purchase,5812,Phoenix,WA,US,contactless,true,true,false,false,,51,0,288.29,false
263.74,2024-02-14T08:00:00.000000,refund,5814,Phoenix,WA,US,contactless,true,false,false,false,,00,0,86.63,false
249.67,2024-08-18T07:00:00.000000,purchase,5814,Seattle,TX,US,contactless,true,true,false,false,,51,1,54.21,false
92.95,2024-08-25T18:00:00.000000,purchase,,Dallas,WA,US,atm,false,true,true,false,,00,1,269.56,false
18.32,2024-11-08T21:00:00.000000,atm_withdrawal,,Seattle,WA,US,pin,false,true,true,false,,00,0,288.13,false
263.52,2024-07-13T10:00:00.000000,refund,,Dallas,WA,US,contactless,false,true,false,false,,00,1,1.06,false
284.14,2024-01-15T15:00:00.000000,atm_withdrawal,7011,Dallas,TX,US,atm,false,true,false,false,,51,0,229.62,false
26.61,2024-06-15T05:00:00.000000,purchase,5812,Phoenix,TX,US,atm,true,true,false,false,,00,3,3.66,false
146.31,2024-09-06T06:00:00.000000,atm_withdrawal,5912,Phoenix,AZ,US,signature,false,true,false,false,,00,1,149.29,false
21.69,2024-06-30T08:00:00.000000,purchase,,Seattle,TX,US,signature,false,true,false,false,,00,0,149.59,false
228.42,2024-06-23T08:00:00.000000,refund,5411,Seattle,TX,US,contactless,true,true,false,false,,51,0,242.24,false
229.98,2024-11-01T22:00:00.000000,refund,5814,Phoenix,AZ,US,pin,false,true,false,false,,00,3,182.4,false
39.39,2024-05-21T17:00:00.000000,refund,5912,Seattle,AZ,US,pin,true,true,false,false,,00,3,148.04,false
143.11,2024-01-06T16:00:00.000000,atm_withdrawal,7011,Phoenix,TX,US,pin,true,true,false,false,,00,2,65.06,false
165.39,2024-04-07T02:00:00.000000,atm_withdrawal,,Phoenix,WA,US,atm,false,true,false,false,,00,0,197.84,false
80.25,2024-05-03T23:00:00.000000,purchase,5814,Seattle,AZ,US,atm,true,false,false,false,,00,2,136.12,false
261.86,2024-07-27T15:00:00.000000,refund,5812,Dallas,TX,US,atm,false,true,false,false,,00,1,132.56,false
127.52,2024-10-11T07:00:00.000000,atm_withdrawal,,Dallas,TX,US,atm,false,true,false,false,,51,0,180.36,false
64.33,2024-12-19T15:00:00.000000,purchase,,Phoenix,AZ,US,pin,false,true,false,false,,00,0,1.97,false
162.25,2024-11-26T22:00:00.000000,atm_withdrawal,,Seattle,WA,US,pin,true,true,false,false,,00,1,264.65,false
219.25,2024-09-08T14:00:00.000000,purchase,,Dallas,WA,US,signature,false,true,false,false,,00,3,83.43,false
61.14,2024-01-09T02:00:00.000000,atm_withdrawal,5912,Phoenix,TX,US,pin,false,true,false,false,,51,0,188.59,false
94.2,2024-05-30T07:00:00.000000,atm_withdrawal,5411,Phoenix,AZ,US,atm,true,true,false,false,,00,3,246.04,false
298.55,2024-07-26T22:00:00.000000,atm_withdrawal,,Seattle,AZ,US,atm,true,false,false,false,,00,0,62.29,false
195.31,2024-05-04T09:00:00.000000,refund,,Seattle,AZ,US,contactless,true,true,false,true,,00,2,55.45,false
131.99,2024-12-05T18:00:00.000000,refund,7011,Phoenix,WA,US,pin,false,true,false,false,,00,3,16.52,false
155.76,2024-07-07T15:00:00.000000,atm_withdrawal,5912,Dallas,WA,US,pin,false,true,false,false,,00,2,104.71,false
37.18,2024-10-10T16:00:00.000000,purchase,5814,Seattle,WA,US,signature,true,true,true,false,,00,0,43.61,false
68.18,2024-06-25T13:00:00.000000,purchase,5411,Seattle,AZ,US,signature,false,true,false,false,,51,2,9.73,false
102.09,2024-10-08T10:00:00.000000,refund,5814,Seattle,TX,US,atm,false,true,false,false,,00,0,173.43,false
176.9,2024-06-29T22:00:00.000000,refund,5814,Dallas,WA,US,contactless,false,true,false,false,,00,0,180.99,false
69.8,2024-08-20T08:00:00.000000,refund,5812,Dallas,AZ,US,pin,true,true,false,false,,00,2,99.33,false
66.84,2024-06-05T08:00:00.000000,atm_withdrawal,5812,Phoenix,AZ,US,pin,true,true,false,false,,00,0,26.31,false
22.23,2024-04-28T03:00:00.000000,purchase,5814,Seattle,TX,US,contactless,true,true,false,false,,00,1,32.67,false
189.7,2024-04-08T10:00:00.000000,refund,7011,Dallas,TX,US,pin,true,true,false,false,,00,0,298.12,false
69.45,2024-03-02T23:00:00.000000,atm_withdrawal,5812,Dallas,AZ,US,signature,true,false,false,false,,00,0,48.4,false
271.72,2024-10-01T22:00:00.000000,refund,5812,Seattle,TX,US,contactless,false,true,false,false,,00,1,85.31,false
258.03,2024-04-04T06:00:00.000000,purchase,5812,Dallas,WA,US,pin,true,true,false,false,,00,3,198.28,false
22.19,2024-04-20T23:00:00.000000,purchase,5812,Phoenix,AZ,US,signature,true,true,false,false,,00,1,209.95,false
72.16,2024-09-04T08:00:00.000000,refund,5411,Dallas,WA,US,signature,true,true,false,true,,00,1,171.68,false
201.02,2024-10-28T16:00:00.000000,atm_withdrawal,5814,Dallas,AZ,US,atm,true,true,false,false,,00,1,168.65,false
65.06,2024-11-01T09:00:00.000000,purchase,5411,Phoenix,WA,US,pin,true,true,false,false,,00,1,289.89,false
40.56,2024-02-21T06:00:00.000000,purchase,5912,Seattle,TX,US,contactless,false,true,false,false,,51,3,224.8,false
280.72,2024-05-31T07:00:00.000000,purchase,5912,Dallas,TX,US,signature,false,true,false,false,,00,0,108.06,false
171.74,2024-07-03T05:00:00.000000,refund,,Phoenix,WA,US,signature,true,true,false,false,,00,2,10.75,false
142.33,2024-06-03T00:00:00.000000,atm_withdrawal,5912,Seattle,AZ,US,atm,true,true,false,false,,51,3,230.55,false
235.6,2024-12-28T17:00:00.000000,atm_withdrawal,5411,Phoenix,AZ,US,contactless,true,true,false,false,,00,3,96.85,false
242.44,2024-03-05T08:00:00.000000,atm_withdrawal,,Dallas,WA,US,atm,false,true,false,false,,00,0,269.26,false
57.93,2024-01-24T01:00:00.000000,atm_withdrawal,5814,Phoenix,WA,US,signature,true,true,false,false,,51,1,246.08,false
29.98,2024-10-10T09:00:00.000000,atm_withdrawal,5912,Dallas,TX,US,pin,true,true,false,false,,00,1,227.53,false
129.88,2024-12-23T04:00:00.000000,refund,5812,Seattle,TX,US,contactless,true,false,false,false,,51,3,252.99,false
127.65,2024-11-22T15:00:00.000000,refund,5912,Seattle,WA,US,pin,true,true,false,false,,00,2,19.48,false
140.64,2024-02-22T00:00:00.000000,atm_withdrawal,7011,Phoenix,WA,US,pin,false,true,true,false,,00,1,141.25,false
218.99,2024-10-20T09:00:00.000000,atm_withdrawal,5812,Dallas,AZ,US,atm,false,true,false,false,,51,3,36.61,false
202.34,2024-08-28T15:00:00.000000,refund,5812,Seattle,AZ,US,signature,false,true,false,false,,00,2,257.82,false
295.27,2024-08-13T10:00:00.000000,refund,5812,Phoenix,WA,US,pin,false,true,false,false,,00,2,98.76,false
30.43,2024-04-04T01:00:00.000000,atm_withdrawal,,Seattle,AZ,US,contactless,true,true,false,false,,00,2,124.13,false
121.38,2024-05-09T15:00:00.000000,atm_withdrawal,5912,Seattle,TX,US,atm,false,true,false,false,,51,2,62.95,false
102.45,2024-02-28T02:00:00.000000,refund,5812,Dallas,AZ,US,contactless,false,true,false,false,,51,3,62.72,false
258.64,2024-07-24T15:00:00.000000,purchase,,Seattle,WA,US,pin,true,true,false,false,,00,3,17.46,false
75.35,2024-02-07T18:00:00.000000,atm_withdrawal,7011,Seattle,TX,US,contactless,true,true,false,false,,00,2,171.41,false
57.87,2024-11-18T21:00:00.000000,purchase,5411,Dallas,TX,US,atm,true,true,false,false,,51,1,293.8,false
135.14,2024-01-28T04:00:00.000000,atm_withdrawal,7011,Seattle,TX,US,atm,false,true,false,false,,00,1,158.68,false
127.14,2024-03-17T18:00:00.000000,atm_withdrawal,5814,Seattle,AZ,US,signature,false,true,false,false,,51,3,26.3,false
84.28,2024-06-04T02:00:00.000000,atm_withdrawal,,Dallas,AZ,US,contactless,false,true,false,false,,00,2,217.22,false
75.69,2024-05-07T03:00:00.000000,atm_withdrawal,,Dallas,TX,US,atm,true,true,false,false,,51,2,181.43,false
277.06,2024-10-12T13:00:00.000000,purchase,5812,Seattle,TX,US,atm,true,false,false,false,,00,3,236.46,false
133.5,2024-11-06T19:00:00.000000,refund,7011,Seattle,AZ,US,signature,false,true,false,false,,00,3,212.04,false
258.54,2024-11-12T07:00:00.000000,refund,5912,Seattle,AZ,US,atm,true,true,false,true,,00,3,128.12,false
165.55,2024-09-24T12:00:00.000000,purchase,5814,Seattle,TX,US,pin,true,true,false,false,,00,0,254.34,false
16.13,2024-08-18T14:00:00.000000,refund,,Phoenix,AZ,US,contactless,false,true,false,false,,51,0,77.9,false
299.79,2024-06-01T18:00:00.000000,refund,7011,Seattle,AZ,US,signature,true,true,false,false,,00,2,172.54,false
250.97,2024-08-07T09:00:00.000000,refund,5812,Dallas,AZ,US,pin,true,true,false,false,,00,0,186.97,false
290.73,2024-10-18T19:00:00.000000,refund,5912,Dallas,AZ,US,pin,false,true,false,false,,00,1,278.13,false
277.98,2024-01-31T19:00:00.000000,refund,5812,Dallas,WA,US,contactless,true,true,false,false,,00,2,184.29,false
254.76,2024-02-20T06:00:00.000000,atm_withdrawal,5814,Dallas,WA,US,signature,false,true,false,false,,00,0,148.92,false
50.73,2024-11-16T06:00:00.000000,purchase,7011,Seattle,WA,US,atm,true,true,false,false,,00,2,218.76,false
146.21,2024-05-15T21:00:00.000000,refund,5812,Seattle,TX,US,signature,false,true,true,false,,00,1,149.32,false
64.91,2024-02-11T05:00:00.000000,refund,5814,Phoenix,AZ,US,atm,false,true,false,false,,00,1,242.39,false
120.91,2024-05-02T05:00:00.000000,refund,,Seattle,WA,US,contactless,true,true,false,false,,51,2,265.1,false
18.53,2024-10-09T02:00:00.000000,atm_withdrawal,5912,Dallas,AZ,US,contactless,false,true,false,false,,00,0,69.82,false
114.31,2024-03-21T00:00:00.000000,refund,7011,Seattle,WA,US,pin,true,false,false,false,,00,2,87.15,false
295.61,2024-07-28T14:00:00.000000,refund,7011,Phoenix,TX,US,pin,false,true,false,false,,00,1,58.07,false
80.3,2024-12-18T19:00:00.000000,purchase,5814,Seattle,TX,US,pin,false,true,false,false,,51,0,35.46,false
235.44,2024-08-28T09:00:00.000000,atm_withdrawal,7011,Seattle,WA,US,contactless,true,false,false,false,,51,0,139.47,false
137.05,2024-01-17T07:00:00.000000,refund,5912,Dallas,TX,US,atm,false,false,false,false,,00,3,239.02,false
127.48,2024-05-27T22:00:00.000000,purchase,5912,Phoenix,AZ,US,contactless,true,true,false,false,,51,2,221.24,false
287.24,2024-05-24T22:00:00.000000,purchase,7011,Seattle,AZ,US,contactless,true,false,false,false,,00,1,62.2,false
298.63,2024-08-20T02:00:00.000000,purchase,5812,Seattle,TX,US,pin,false,false,false,false,,00,1,184.59,false
167.17,2024-12-17T07:00:00.000000,purchase,5812,Phoenix,AZ,US,signature,false,true,false,false,,51,2,124.39,false
215.8,2024-05-15T20:00:00.000000,refund,5912,Seattle,WA,US,pin,false,true,false,false,,00,2,13.65,false
47.28,2024-10-28T21:00:00.000000,purchase,5812,Phoenix,WA,US,signature,true,true,false,false,,51,1,104.9,false
89.72,2024-04-11T13:00:00.000000,atm_withdrawal,5814,Phoenix,WA,US,atm,true,true,false,false,,00,1,241.81,false
290.64,2024-02-28T17:00:00.000000,atm_withdrawal,5411,Dallas,AZ,US,atm,true,true,false,false,,00,2,63.7,false
174.17,2024-04-25T20:00:00.000000,refund,,Seattle,WA,US,atm,false,true,false,false,,00,2,192.19,false
163.12,2024-03-17T08:00:00.000000,purchase,7011,Phoenix,TX,US,pin,true,true,false,false,,00,0,207.01,false
224.64,2024-03-13T02:00:00.000000,atm_withdrawal,5814,Phoenix,WA,US,pin,false,false,false,false,,00,3,76.33,false
18.09,2024-01-31T05:00:00.000000,purchase,5912,Phoenix,AZ,US,pin,true,true,false,false,,00,1,20.35,false
175.67,2024-06-06T19:00:00.000000,atm_withdrawal,5411,Dallas,AZ,US,contactless,true,true,false,false,,51,0,90.09,false
