amount,timestamp,direction,sender_token,receiver_token,payment_category,device_type,is_new_recipient,recipient_enrolled,sender_txn_count_24h,sender_amount_24h,account_age_days,is_disputed,dispute_reason,dispute_outcome
488.25,2024-03-17T10:00:00.000000,send,tok_000020,tok_000021,rent,web,false,true,4,368.0,1206,false,,
28.06,2024-01-17T21:00:00.000000,send,tok_000021,tok_000022,rent,mobile_android,false,true,4,246.25,1161,false,,
429.94,2024-02-28T21:00:00.000000,receive,tok_000022,tok_000023,food,web,true,true,0,608.2,165,false,,
148.36,2024-01-23T02:00:00.000000,send,tok_000023,tok_000024,rent,mobile_ios,false,true,3,212.54,836,false,,
76.41,2024-03-10T19:00:00.000000,send,tok_000024,tok_000025,utilities,mobile_ios,false,true,3,872.39,1392,false,,
63.31,2024-02-17T02:00:00.000000,send,tok_000025,tok_000026,rent,mobile_android,true,true,5,122.79,151,false,,
157.7,2024-02-04T07:00:00.000000,send,tok_000026,tok_000027,rent,mobile_android,false,true,3,513.03,901,false,,
408.98,2024-06-23T02:00:00.000000,receive,tok_000027,tok_000028,personal,web,false,true,2,542.59,276,false,,
94.46,2024-04-13T22:00:00.000000,send,tok_000028,tok_000029,food,web,false,true,5,270.41,1031,false,,
292.89,2024-05-18T10:00:00.000000,send,tok_000029,tok_000030,rent,mobile_ios,false,true,2,771.74,1128,false,,
321.26,2024-05-27T09:00:00.000000,send,tok_000030,tok_000031,rent,web,false,true,2,384.82,1039,false,,
189.34,2024-06-29T04:00:00.000000,receive,tok_000031,tok_000032,rent,mobile_ios,false,true,2,657.52,1464,false,,
276.13,2024-01-24T02:00:00.000000,receive,tok_000032,tok_000033,food,mobile_android,false,true,3,567.68,235,false,,
36.08,2024-01-16T16:00:00.000000,receive,tok_000033,tok_000034,food,mobile_android,false,true,4,310.79,1284,false,,
34.5,2024-02-17T07:00:00.000000,send,tok_000034,tok_000035,personal,web,true,true,4,389.93,1478,false,,
106.95,2024-01-20T02:00:00.000000,send,tok_000035,tok_000036,utilities,web,false,true,4,86.04,1056,false,,
341.8,2024-01-06T14:00:00.000000,send,tok_000036,tok_000037,food,mobile_ios,false,true,3,177.05,210,false,,
216.66,2024-01-24T02:00:00.000000,receive,tok_000037,tok_000038,food,web,false,true,5,851.0,943,false,,
160.5,2024-01-23T13:00:00.000000,send,tok_000038,tok_000039,rent,mobile_ios,false,true,2,321.04,1405,false,,
294.85,2024-02-26T20:00:00.000000,send,tok_000039,tok_000040,utilities,mobile_ios,false,true,0,662.75,803,false,,
229.33,2024-03-08T21:00:00.000000,receive,tok_000040,tok_000041,utilities,web,false,true,5,108.96,1115,false,,
153.38,2024-04-26T18:00:00.000000,send,tok_000041,tok_000042,food,mobile_android,false,true,3,561.99,351,false,,
398.22,2024-03-28T11:00:00.000000,receive,tok_000042,tok_000043,utilities,web,false,true,3,361.48,393,false,,
351.0,2024-04-17T02:00:00.000000,receive,tok_000043,tok_000044,utilities,web,false,true,3,500.37,1154,false,,
125.83,2024-06-08T22:00:00.000000,receive,tok_000044,tok_000045,personal,mobile_android,false,true,2,296.96,974,false,,
289.34,2024-01-13T10:00:00.000000,receive,tok_000045,tok_000046,food,mobile_ios,false,true,1,65.91,191,false,,
264.97,2024-03-02T21:00:00.000000,receive,tok_000046,tok_000047,utilities,mobile_ios,false,true,4,311.27,281,false,,
438.19,2024-02-12T02:00:00.000000,send,tok_000047,tok_000048,personal,mobile_android,false,true,2,226.42,765,false,,
366.08,2024-01-13T23:00:00.000000,send,tok_000048,tok_000049,food,mobile_ios,false,true,1,126.13,1268,false,,
147.53,2024-02-22T03:00:00.000000,send,tok_000049,tok_000050,utilities,mobile_android,false,true,3,716.69,118,false,,
490.19,2024-06-10T03:00:00.000000,send,tok_000050,tok_000051,food,web,false,true,4,282.36,829,false,,
63.44,2024-05-16T00:00:00.000000,receive,tok_000051,tok_000052,utilities,mobile_ios,false,true,3,403.38,486,false,,
211.97,2024-03-16T08:00:00.000000,send,tok_000052,tok_000053,utilities,mobile_ios,false,true,4,908.92,97,false,,
379.78,2024-05-09T15:00:00.000000,receive,tok_000053,tok_000054,rent,web,false,true,1,775.0,763,false,,
80.23,2024-02-16T02:00:00.000000,receive,tok_000054,tok_000055,food,mobile_ios,false,true,0,882.76,86,false,,
247.04,2024-03-29T18:00:00.000000,send,tok_000055,tok_000056,food,mobile_ios,false,true,2,861.28,32,false,,
24.41,2024-03-05T19:00:00.000000,send,tok_000056,tok_000057,personal,mobile_android,false,true,2,132.17,1438,false,,
335.77,2024-01-04T18:00:00.000000,receive,tok_000057,tok_000058,food,mobile_ios,false,true,4,276.52,1218,false,,
383.46,2024-05-10T11:00:00.000000,receive,tok_000058,tok_000059,utilities,mobile_ios,false,true,1,29.57,437,false,,
288.65,2024-02-19T10:00:00.000000,receive,tok_000059,tok_000060,utilities,mobile_android,false,true,2,679.62,942,false,,
438.36,2024-05-02T01:00:00.000000,receive,tok_000060,tok_000061,personal,web,false,false,1,663.61,615,false,,
160.31,2024-04-24T21:00:00.000000,send,tok_000061,tok_000062,food,mobile_android,false,true,3,351.43,247,false,,
349.17,2024-06-18T14:00:00.000000,send,tok_000062,tok_000063,utilities,mobile_android,false,true,0,412.57,1449,false,,
299.21,2024-04-21T15:00:00.000000,receive,tok_000063,tok_000064,rent,mobile_android,true,true,0,659.06,278,false,,
292.05,2024-05-07T11:00:00.000000,send,tok_000064,tok_000065,rent,mobile_ios,false,true,0,699.25,873,false,,
230.82,2024-04-11T10:00:00.000000,receive,tok_000065,tok_000066,utilities,mobile_ios,false,true,2,248.42,180,false,,
420.78,2024-03-20T16:00:00.000000,receive,tok_000066,tok_000067,personal,web,false,true,4,846.71,1273,false,,
472.62,2024-02-26T01:00:00.000000,send,tok_000067,tok_000068,rent,mobile_ios,true,true,3,352.11,413,false,,
239.68,2024-03-29T00:00:00.000000,receive,tok_000068,tok_000069,utilities,mobile_android,false,true,2,628.83,1153,false,,
333.76,2024-06-30T17:00:00.000000,receive,tok_000069,tok_000070,personal,mobile_ios,true,true,4,181.66,235,false,,
35.03,2024-06-11T22:00:00.000000,receive,tok_000070,tok_000071,utilities,mobile_android,false,false,2,115.23,1492,false,,
352.24,2024-04-14T05:00:00.000000,send,tok_000071,tok_000072,utilities,mobile_android,false,false,4,912.69,727,false,,
325.33,2024-01-14T22:00:00.000000,receive,tok_000072,tok_000073,personal,mobile_ios,false,true,4,734.05,345,false,,
496.58,2024-01-04T20:00:00.000000,send,tok_000073,tok_000074,utilities,mobile_ios,false,true,3,712.59,752,false,,
411.85,2024-06-10T17:00:00.000000,receive,tok_000074,tok_000075,food,mobile_android,false,true,4,40.45,700,false,,
145.87,2024-03-07T07:00:00.000000,send,tok_000075,tok_000076,utilities,mobile_android,false,true,4,40.0,1394,false,,
195.97,2024-02-11T19:00:00.000000,receive,tok_000076,tok_000077,utilities,web,false,true,5,162.01,24,false,,
335.98,2024-01-23T15:00:00.000000,send,tok_000077,tok_000078,rent,mobile_ios,false,true,5,198.09,524,false,,
16.17,2024-04-08T10:00:00.000000,receive,tok_000078,tok_000079,personal,web,false,true,3,303.08,252,false,,
233.54,2024-06-21T03:00:00.000000,send,tok_000079,tok_000080,food,web,false,false,3,380.74,491,false,,
88.18,2024-06-03T01:00:00.000000,send,tok_000080,tok_000081,food,mobile_android,false,true,3,39.23,764,false,,
62.96,2024-06-27T03:00:00.000000,receive,tok_000081,tok_000082,rent,mobile_android,false,true,2,310.92,1051,false,,
34.18,2024-01-13T08:00:00.000000,send,tok_000082,tok_000083,utilities,mobile_ios,false,true,0,638.31,1075,false,,
385.28,2024-02-17T23:00:00.000000,send,tok_000083,tok_000084,utilities,mobile_ios,false,true,4,179.67,732,false,,
69.02,2024-03-10T08:00:00.000000,receive,tok_000084,tok_000085,utilities,mobile_android,false,true,5,839.47,1479,false,,
127.57,2024-01-02T02:00:00.000000,receive,tok_000085,tok_000086,utilities,web,false,true,2,570.17,1002,false,,
198.52,2024-04-04T04:00:00.000000,receive,tok_000086,tok_000087,rent,web,true,true,3,716.63,90,false,,
436.35,2024-05-21T04:00:00.000000,receive,tok_000087,tok_000088,rent,mobile_android,false,true,0,254.71,1237,false,,
44.89,2024-03-03T19:00:00.000000,send,tok_000088,tok_000089,food,mobile_ios,true,true,5,434.93,724,false,,
227.35,2024-03-21T00:00:00.000000,receive,tok_000089,tok_000090,food,web,false,true,0,684.33,205,false,,
276.97,2024-04-01T23:00:00.000000,receive,tok_000090,tok_000091,utilities,mobile_ios,false,true,4,349.04,729,false,,
442.27,2024-01-02T04:00:00.000000,receive,tok_000091,tok_000092,personal,mobile_android,false,true,1,0.97,1125,false,,
410.54,2024-04-07T20:00:00.000000,receive,tok_000092,tok_000093,personal,web,false,true,0,834.27,671,false,,
432.67,2024-05-02T02:00:00.000000,send,tok_000093,tok_000094,utilities,web,false,true,3,776.47,1236,false,,
142.82,2024-05-09T14:00:00.000000,send,tok_000094,tok_000095,rent,web,false,true,2,286.34,232,false,,
210.57,2024-02-22T01:00:00.000000,send,tok_000095,tok_000096,food,web,false,true,4,42.96,70,false,,
182.59,2024-05-09T18:00:00.000000,send,tok_000096,tok_000097,personal,web,false,true,3,854.15,1383,false,,
442.68,2024-01-25T02:00:00.000000,send,tok_000097,tok_000098,food,mobile_android,false,true,5,607.39,497,false,,
479.08,2024-01-23T22:00:00.000000,receive,tok_000098,tok_000099,rent,mobile_ios,false,true,4,47.35,522,false,,
79.71,2024-04-13T12:00:00.000000,receive,tok_000099,tok_000100,rent,web,false,true,4,244.46,726,false,,
92.23,2024-01-12T06:00:00.000000,receive,tok_000100,tok_000101,rent,web,false,true,1,111.19,396,false,,
119.82,2024-01-07T03:00:00.000000,receive,tok_000101,tok_000102,rent,web,false,true,1,791.44,1422,false,,
120.5,2024-03-19T14:00:00.000000,receive,tok_000102,tok_000103,utilities,web,false,true,3,210.14,915,false,,
245.06,2024-02-29T20:00:00.000000,receive,tok_000103,tok_000104,utilities,web,true,true,3,914.48,44,false,,
296.62,2024-05-30T10:00:00.000000,send,tok_000104,tok_000105,rent,web,false,true,3,749.52,1191,false,,
135.06,2024-02-10T15:00:00.000000,receive,tok_000105,tok_000106,utilities,mobile_ios,true,true,3,86.14,901,false,,
7.03,2024-06-02T06:00:00.000000,send,tok_000106,tok_000107,food,web,true,true,4,694.68,233,false,,
212.38,2024-03-25T17:00:00.000000,send,tok_000107,tok_000108,personal,mobile_ios,false,true,4,393.64,43,false,,
187.78,2024-05-06T22:00:00.000000,receive,tok_000108,tok_000109,utilities,web,false,true,2,747.56,1000,false,,
285.34,2024-03-14T17:00:00.000000,send,tok_000109,tok_000110,food,mobile_ios,false,true,5,828.74,227,false,,
476.78,2024-06-08T14:00:00.000000,send,tok_000110,tok_000111,food,mobile_android,false,true,4,281.17,152,false,,
346.79,2024-02-07T19:00:00.000000,receive,tok_000111,tok_000112,utilities,mobile_android,true,true,5,89.93,530,false,,
260.17,2024-05-12T14:00:00.000000,receive,tok_000112,tok_000113,personal,mobile_android,false,true,0,946.36,380,false,,
310.71,2024-04-20T17:00:00.000000,receive,tok_000113,tok_000114,food,mobile_android,false,true,1,423.98,308,false,,
339.72,2024-06-29T10:00:00.000000,receive,tok_000114,tok_000115,food,web,false,true,2,930.21,1136,false,,
31.73,2024-02-06T10:00:00.000000,send,tok_000115,tok_000116,rent,web,false,true,2,691.62,594,false,,
450.27,2024-05-10T12:00:00.000000,send,tok_000116,tok_000117,food,mobile_ios,false,true,2,738.61,1408,false,,
391.08,2024-01-06T15:00:00.000000,receive,tok_000117,tok_000118,food,mobile_android,false,true,0,829.99,1372,false,,
437.88,2024-05-30T16:00:00.000000,send,tok_000118,tok_000119,personal,mobile_ios,true,true,2,628.1,780,false,,
399.95,2024-06-24T16:00:00.000000,send,tok_000119,tok_000120,rent,mobile_android,false,true,4,452.78,296,false,,
199.23,2024-06-14T01:00:00.000000,receive,tok_000120,tok_000121,rent,web,false,true,1,54.3,1205,false,,
202.49,2024-01-22T18:00:00.000000,send,tok_000121,tok_000122,food,web,false,true,0,698.26,513,false,,
56.25,2024-01-11T22:00:00.000000,send,tok_000122,tok_000123,utilities,web,true,true,5,428.35,1103,false,,
318.97,2024-06-13T05:00:00.000000,receive,tok_000123,tok_000124,personal,mobile_ios,true,true,2,511.88,1413,false,,
35.81,2024-01-28T06:00:00.000000,receive,tok_000124,tok_000125,utilities,mobile_android,false,true,5,928.13,551,false,,
38.34,2024-04-26T11:00:00.000000,send,tok_000125,tok_000126,rent,mobile_android,true,true,2,127.64,910,false,,
108.34,2024-01-14T14:00:00.000000,receive,tok_000126,tok_000127,rent,mobile_android,false,true,4,761.92,29,false,,
85.34,2024-01-06T14:00:00.000000,send,tok_000127,tok_000128,utilities,mobile_android,true,true,3,43.69,51,false,,
173.33,2024-05-17T15:00:00.000000,send,tok_000128,tok_000129,personal,mobile_ios,false,true,5,702.74,702,true,,
31.02,2024-03-04T09:00:00.000000,receive,tok_000129,tok_000130,personal,web,true,true,1,805.73,310,false,,
5.12,2024-03-08T18:00:00.000000,send,tok_000130,tok_000131,food,mobile_android,true,true,4,261.2,998,false,,
79.88,2024-04-26T20:00:00.000000,send,tok_000131,tok_000132,food,web,false,true,2,546.4,1028,false,,
55.22,2024-05-09T11:00:00.000000,send,tok_000132,tok_000133,rent,web,false,true,4,969.41,992,false,,
184.99,2024-01-25T15:00:00.000000,receive,tok_000133,tok_000134,rent,web,false,true,1,637.52,65,false,,
17.62,2024-05-14T20:00:00.000000,receive,tok_000134,tok_000135,rent,mobile_ios,false,true,4,543.93,73,false,,
437.79,2024-05-02T02:00:00.000000,receive,tok_000135,tok_000136,rent,web,true,true,1,249.69,153,false,,
308.96,2024-01-21T02:00:00.000000,send,tok_000136,tok_000137,personal,mobile_android,false,true,3,59.38,374,false,,
78.53,2024-03-02T17:00:00.000000,send,tok_000137,tok_000138,food,mobile_ios,false,true,1,357.83,1271,false,,
129.87,2024-02-23T01:00:00.000000,send,tok_000138,tok_000139,food,mobile_android,false,true,0,411.64,1321,false,,
176.96,2024-06-16T08:00:00.000000,receive,tok_000139,tok_000140,food,mobile_android,false,true,5,201.41,1392,false,,
185.26,2024-05-07T06:00:00.000000,receive,tok_000140,tok_000141,rent,mobile_ios,true,true,4,310.55,1229,false,,
65.81,2024-01-21T09:00:00.000000,send,tok_000141,tok_000142,rent,mobile_ios,false,true,4,136.55,804,false,,
425.22,2024-06-25T03:00:00.000000,send,tok_000142,tok_000143,rent,mobile_android,false,true,0,706.97,975,false,,
496.59,2024-01-13T13:00:00.000000,receive,tok_000143,tok_000144,food,web,false,false,2,670.33,325,false,,
235.66,2024-06-11T14:00:00.000000,receive,tok_000144,tok_000145,food,mobile_ios,false,true,4,237.87,1420,false,,
244.5,2024-02-20T20:00:00.000000,receive,tok_000145,tok_000146,personal,mobile_ios,false,true,5,241.71,919,false,,
47.51,2024-06-02T22:00:00.000000,receive,tok_000146,tok_000147,food,web,false,true,5,515.38,806,false,,
55.58,2024-03-26T02:00:00.000000,receive,tok_000147,tok_000148,personal,mobile_ios,false,true,5,445.03,470,false,,
174.6,2024-06-16T17:00:00.000000,receive,tok_000148,tok_000149,food,web,true,true,0,935.84,1252,false,,
136.05,2024-06-27T03:00:00.000000,receive,tok_000149,tok_000150,utilities,mobile_android,true,false,5,351.46,1059,false,,
415.28,2024-06-09T12:00:00.000000,send,tok_000150,tok_000151,rent,mobile_ios,false,true,3,299.37,156,false,,
84.91,2024-02-04T18:00:00.000000,receive,tok_000151,tok_000152,utilities,web,false,true,0,884.69,740,false,,
16.43,2024-05-03T19:00:00.000000,send,tok_000152,tok_000153,rent,mobile_android,true,true,0,141.89,675,false,,
475.74,2024-05-05T02:00:00.000000,send,tok_000153,tok_000154,personal,web,false,true,2,563.27,1082,false,,
266.49,2024-06-21T21:00:00.000000,send,tok_000154,tok_000155,rent,mobile_ios,false,true,5,333.57,444,false,,
77.57,2024-06-27T00:00:00.000000,send,tok_000155,tok_000156,personal,web,false,true,5,815.39,638,false,,
273.87,2024-06-22T09:00:00.000000,send,tok_000156,tok_000157,personal,mobile_android,false,true,4,548.26,269,false,,
18.39,2024-03-16T16:00:00.000000,receive,tok_000157,tok_000158,personal,web,false,true,0,760.52,1207,false,,
266.41,2024-05-13T03:00:00.000000,send,tok_000158,tok_000159,rent,mobile_ios,true,true,2,169.21,1280,false,,
489.36,2024-04-29T08:00:00.000000,receive,tok_000159,tok_000160,personal,web,false,true,3,666.53,90,false,,
432.35,2024-04-29T21:00:00.000000,send,tok_000160,tok_000161,food,mobile_android,false,true,0,598.68,433,false,,
349.62,2024-05-21T00:00:00.000000,receive,tok_000161,tok_000162,food,web,false,true,4,461.18,348,false,,
134.25,2024-03-20T20:00:00.000000,receive,tok_000162,tok_000163,rent,mobile_android,false,true,0,766.16,740,false,,
186.52,2024-05-01T18:00:00.000000,send,tok_000163,tok_000164,utilities,mobile_android,true,true,5,831.17,1490,false,,
87.69,2024-03-16T08:00:00.000000,send,tok_000164,tok_000165,food,web,false,true,0,114.48,958,false,,
387.11,2024-01-21T10:00:00.000000,send,tok_000165,tok_000166,rent,mobile_android,false,true,1,289.34,679,false,,
268.63,2024-04-26T02:00:00.000000,receive,tok_000166,tok_000167,rent,mobile_ios,false,true,1,360.48,1182,false,,
390.63,2024-04-10T00:00:00.000000,send,tok_000167,tok_000168,utilities,web,false,true,3,206.43,960,false,,
168.18,2024-02-23T20:00:00.000000,send,tok_000168,tok_000169,utilities,mobile_ios,false,true,4,60.33,795,false,,
115.41,2024-05-28T20:00:00.000000,send,tok_000169,tok_000170,rent,mobile_android,false,true,4,280.88,725,false,,
406.7,2024-02-07T17:00:00.000000,receive,tok_000170,tok_000171,utilities,web,false,true,2,197.11,644,false,,
492.54,2024-05-15T02:00:00.000000,send,tok_000171,tok_000172,personal,mobile_ios,false,true,5,701.62,13,false,,
427.05,2024-04-02T22:00:00.000000,receive,tok_000172,tok_000173,utilities,web,false,true,4,448.02,688,false,,
404.01,2024-06-04T14:00:00.000000,receive,tok_000173,tok_000174,utilities,web,false,true,4,112.99,1187,false,,
410.07,2024-05-11T02:00:00.000000,send,tok_000174,tok_000175,food,mobile_android,false,true,1,324.47,991,false,,
371.24,2024-01-30T16:00:00.000000,receive,tok_000175,tok_000176,rent,web,true,true,4,468.66,684,false,,
117.24,2024-04-04T01:00:00.000000,send,tok_000176,tok_000177,rent,mobile_ios,false,true,1,362.98,465,false,,
261.23,2024-05-08T09:00:00.000000,send,tok_000177,tok_000178,food,mobile_android,false,true,3,168.1,43,false,,
181.0,2024-04-10T18:00:00.000000,send,tok_000178,tok_000179,utilities,mobile_android,false,true,4,71.82,510,true,,
19.35,2024-02-10T18:00:00.000000,send,tok_000179,tok_000180,food,mobile_android,false,true,0,10.81,941,false,,
18.83,2024-05-06T15:00:00.000000,send,tok_000180,tok_000181,food,mobile_android,false,true,1,992.13,1247,false,,
143.31,2024-04-26T06:00:00.000000,send,tok_000181,tok_000182,food,mobile_ios,false,true,1,750.45,93,false,,
133.29,2024-03-19T17:00:00.000000,receive,tok_000182,tok_000183,utilities,mobile_ios,false,true,4,83.97,1293,false,,
347.8,2024-02-07T07:00:00.000000,send,tok_000183,tok_000184,food,mobile_ios,false,true,4,717.14,299,false,,
478.47,2024-03-30T06:00:00.000000,receive,tok_000184,tok_000185,personal,mobile_android,false,true,0,980.22,1489,false,,
226.38,2024-03-21T21:00:00.000000,receive,tok_000185,tok_000186,utilities,mobile_android,false,true,0,563.65,1375,false,,
468.83,2024-03-25T18:00:00.000000,send,tok_000186,tok_000187,food,web,false,true,0,108.8,295,false,,
494.08,2024-03-25T04:00:00.000000,send,tok_000187,tok_000188,personal,web,false,true,0,488.88,559,false,,
477.73,2024-04-11T21:00:00.000000,receive,tok_000188,tok_000189,personal,web,false,true,1,434.24,788,false,,
185.49,2024-02-21T16:00:00.000000,send,tok_000189,tok_000190,personal,mobile_android,false,true,4,189.81,560,false,,
114.13,2024-01-05T17:00:00.000000,send,tok_000190,tok_000191,rent,web,false,true,3,543.07,131,false,,
117.29,2024-03-16T02:00:00.000000,receive,tok_000191,tok_000192,rent,mobile_android,false,true,3,8.3,1025,false,,
102.37,2024-04-05T20:00:00.000000,receive,tok_000192,tok_000193,personal,mobile_ios,false,true,4,919.56,537,false,,
106.16,2024-04-11T06:00:00.000000,send,tok_000193,tok_000194,food,mobile_ios,true,true,3,644.51,731,false,,
313.91,2024-05-30T20:00:00.000000,send,tok_000194,tok_000195,utilities,mobile_android,false,false,0,627.74,1166,false,,
450.65,2024-04-03T07:00:00.000000,send,tok_000195,tok_000196,food,web,false,true,5,935.25,1175,false,,
421.02,2024-03-11T19:00:00.000000,receive,tok_000196,tok_000197,personal,mobile_android,false,true,0,652.6,1082,false,,
242.34,2024-03-12T21:00:00.000000,send,tok_000197,tok_000198,rent,web,false,true,5,251.41,1197,false,,
328.22,2024-01-15T15:00:00.000000,send,tok_000198,tok_000199,food,mobile_ios,false,true,4,245.99,285,false,,
400.82,2024-03-15T14:00:00.000000,send,tok_000199,tok_000200,food,mobile_android,true,true,2,138.65,1431,false,,
46.97,2024-02-09T01:00:00.000000,receive,tok_000200,tok_000201,rent,mobile_android,false,true,1,27.67,70,false,,
331.99,2024-03-10T07:00:00.000000,receive,tok_000201,tok_000202,rent,mobile_ios,false,false,5,774.44,1149,false,,
455.34,2024-05-11T04:00:00.000000,receive,tok_000202,tok_000203,rent,mobile_ios,false,true,1,839.58,196,false,,
392.24,2024-02-19T05:00:00.000000,send,tok_000203,tok_000204,rent,mobile_ios,false,true,2,296.32,409,false,,
376.32,2024-04-19T18:00:00.000000,receive,tok_000204,tok_000205,food,mobile_ios,false,true,2,185.73,873,false,,
241.63,2024-06-11T06:00:00.000000,send,tok_000205,tok_000206,utilities,web,false,true,1,638.1,1297,false,,
93.37,2024-05-22T11:00:00.000000,send,tok_000206,tok_000207,food,mobile_ios,false,true,0,845.72,1171,false,,
395.62,2024-02-23T17:00:00.000000,send,tok_000207,tok_000208,rent,mobile_android,false,true,2,926.7,1300,false,,
169.6,2024-01-21T19:00:00.000000,receive,tok_000208,tok_000209,rent,web,false,true,5,168.46,203,false,,
401.41,2024-04-16T08:00:00.000000,receive,tok_000209,tok_000210,rent,web,false,true,0,784.62,744,false,,
485.97,2024-06-06T22:00:00.000000,send,tok_000210,tok_000211,food,web,true,true,4,830.39,577,false,,
200.94,2024-06-14T03:00:00.000000,receive,tok_000211,tok_000212,rent,mobile_ios,false,true,0,742.32,488,false,,
203.69,2024-05-04T19:00:00.000000,send,tok_000212,tok_000213,rent,mobile_ios,false,true,2,326.67,290,false,,
473.66,2024-05-20T22:00:00.000000,receive,tok_000213,tok_000214,rent,mobile_android,false,false,1,184.54,1396,false,,
363.78,2024-02-14T09:00:00.000000,send,tok_000214,tok_000215,rent,web,false,true,3,825.33,148,false,,
89.15,2024-04-17T04:00:00.000000,send,tok_000215,tok_000216,utilities,web,false,true,4,320.16,623,false,,
67.88,2024-03-14T03:00:00.000000,send,tok_000216,tok_000217,food,mobile_android,false,true,3,368.53,700,false,,
79.82,2024-03-07T17:00:00.000000,receive,tok_000217,tok_000218,rent,mobile_android,false,true,0,551.13,743,false,,
452.9,2024-06-17T02:00:00.000000,receive,tok_000218,tok_000219,personal,mobile_android,false,true,0,369.28,1043,false,,
404.22,2024-04-14T14:00:00.000000,receive,tok_000219,tok_000220,rent,web,false,true,1,831.39,1301,false,,
77.36,2024-03-03T03:00:00.000000,receive,tok_000220,tok_000221,food,web,false,true,3,239.38,503,false,,
414.12,2024-05-04T11:00:00.000000,receive,tok_000221,tok_000222,food,mobile_ios,false,true,4,41.25,718,false,,
490.25,2024-06-21T06:00:00.000000,receive,tok_000222,tok_000223,food,mobile_android,false,true,0,566.87,1128,false,,
330.35,2024-01-31T23:00:00.000000,send,tok_000223,tok_000224,rent,mobile_android,false,true,3,628.21,1466,false,,
178.45,2024-06-13T23:00:00.000000,receive,tok_000224,tok_000225,rent,mobile_ios,false,true,0,819.73,832,false,,
276.59,2024-01-21T00:00:00.000000,receive,tok_000225,tok_000226,rent,mobile_android,true,true,4,705.57,685,false,,
69.84,2024-05-09T09:00:00.000000,receive,tok_000226,tok_000227,rent,web,false,true,1,905.2,124,false,,
12.05,2024-05-21T01:00:00.000000,receive,tok_000227,tok_000228,utilities,mobile_android,false,true,1,944.93,1443,false,,
485.59,2024-04-26T04:00:00.000000,send,tok_000228,tok_000229,personal,web,false,true,1,494.38,691,false,,
326.59,2024-04-26T07:00:00.000000,receive,tok_000229,tok_000230,rent,mobile_android,false,true,0,499.53,1376,false,,
265.66,2024-02-06T11:00:00.000000,send,tok_000230,tok_000231,food,mobile_android,false,true,1,157.48,662,false,,
467.14,2024-02-20T01:00:00.000000,receive,tok_000231,tok_000232,rent,web,false,false,4,299.57,987,false,,
219.74,2024-01-24T23:00:00.000000,receive,tok_000232,tok_000233,food,mobile_ios,false,true,1,581.12,1032,false,,
436.51,2024-03-29T11:00:00.000000,send,tok_000233,tok_000234,utilities,mobile_android,false,true,2,80.23,753,false,,
413.95,2024-01-25T04:00:00.000000,send,tok_000234,tok_000235,utilities,mobile_ios,false,true,0,687.98,499,false,,
