amount,transaction_type,sec_code,settlement_date,effective_date,days_to_settle,company_name,company_entry_desc,odfi_routing,rdfi_routing,receiver_account_type,is_returned,return_code,risk_score,is_fraud
408.16,debit,WEB,2024-10-12T13:00:00.000000,2024-05-19T05:00:00.000000,2,Acme Corp,INSURANCE PMT,021000021,021000021,savings,false,,274,false
1171.63,credit,TEL,2024-11-06T19:00:00.000000,2024-05-11T15:00:00.000000,1,Acme Corp,INSURANCE PMT,021000021,021000021,savings,false,,386,false
514.0,debit,PPD,2024-11-12T07:00:00.000000,2024-05-31T23:00:00.000000,2,Netflix,INSURANCE PMT,021000021,021000021,savings,false,,689,false
1397.09,debit,WEB,2024-09-24T12:00:00.000000,2024-06-22T03:00:00.000000,2,Netflix,PAYROLL,021000021,021000021,savings,false,,619,false
3182.07,credit,CCD,2024-08-18T14:00:00.000000,2024-08-27T02:00:00.000000,2,Employer Inc,SUBSCRIPTION,021000021,021000021,checking,false,,617,false
1830.51,debit,WEB,2024-06-01T18:00:00.000000,2024-03-13T07:00:00.000000,2,Acme Corp,PAYROLL,021000021,021000021,checking,false,,40,false
1857.2,debit,WEB,2024-08-07T09:00:00.000000,2024-12-12T23:00:00.000000,2,Employer Inc,SUBSCRIPTION,021000021,021000021,savings,false,,894,false
1055.44,debit,WEB,2024-10-18T19:00:00.000000,2024-12-11T12:00:00.000000,1,Netflix,INSURANCE PMT,021000021,021000021,savings,false,,74,false
1342.22,credit,PPD,2024-01-31T19:00:00.000000,2024-10-12T11:00:00.000000,2,Netflix,INSURANCE PMT,021000021,021000021,checking,false,,192,false
4683.91,credit,CCD,2024-02-20T06:00:00.000000,2024-02-16T12:00:00.000000,1,Employer Inc,INSURANCE PMT,021000021,021000021,checking,false,,823,false
3243.7,debit,CCD,2024-11-16T06:00:00.000000,2024-01-08T08:00:00.000000,2,Acme Corp,SUBSCRIPTION,021000021,021000021,savings,false,,779,false
3049.56,credit,CCD,2024-05-15T21:00:00.000000,2024-10-01T03:00:00.000000,1,Acme Corp,INSURANCE PMT,021000021,021000021,checking,false,,601,false
863.98,credit,TEL,2024-02-11T05:00:00.000000,2024-08-20T11:00:00.000000,2,Acme Corp,PAYROLL,021000021,021000021,checking,false,,741,false
3648.34,credit,CCD,2024-05-02T05:00:00.000000,2024-12-10T23:00:00.000000,2,Netflix,PAYROLL,021000021,021000021,savings,false,,687,false
825.38,debit,CCD,2024-10-09T02:00:00.000000,2024-12-10T08:00:00.000000,1,Acme Corp,PAYROLL,021000021,021000021,savings,true,,572,false
1903.48,credit,PPD,2024-03-21T00:00:00.000000,2024-10-26T12:00:00.000000,2,Acme Corp,SUBSCRIPTION,021000021,021000021,savings,false,,222,false
4947.72,debit,TEL,2024-07-28T14:00:00.000000,2024-11-22T11:00:00.000000,1,Employer Inc,PAYROLL,021000021,021000021,savings,false,,490,false
3203.6,credit,TEL,2024-12-18T19:00:00.000000,2024-02-25T21:00:00.000000,1,Employer Inc,INSURANCE PMT,021000021,021000021,checking,false,,213,false
2789.18,credit,WEB,2024-08-28T09:00:00.000000,2024-04-29T15:00:00.000000,2,Employer Inc,SUBSCRIPTION,021000021,021000021,checking,false,,890,false
3426.23,debit,TEL,2024-01-17T07:00:00.000000,2024-01-13T19:00:00.000000,2,Employer Inc,INSURANCE PMT,021000021,021000021,savings,false,,928,false
4215.83,debit,TEL,2024-05-27T22:00:00.000000,2024-10-14T10:00:00.000000,1,Netflix,SUBSCRIPTION,021000021,021000021,checking,false,,340,false
3882.24,credit,PPD,2024-05-24T22:00:00.000000,2024-11-08T07:00:00.000000,2,Acme Corp,PAYROLL,021000021,021000021,savings,false,,310,false
1152.95,debit,CCD,2024-08-20T02:00:00.000000,2024-11-27T02:00:00.000000,2,Netflix,INSURANCE PMT,021000021,021000021,savings,false,,979,false
170.18,debit,TEL,2024-12-17T07:00:00.000000,2024-11-21T14:00:00.000000,2,Acme Corp,INSURANCE PMT,021000021,021000021,savings,false,,930,false
1584.11,credit,TEL,2024-05-15T20:00:00.000000,2024-12-24T09:00:00.000000,1,Netflix,SUBSCRIPTION,021000021,021000021,savings,false,,15,false
1346.03,debit,PPD,2024-10-28T21:00:00.000000,2024-11-28T13:00:00.000000,2,Acme Corp,INSURANCE PMT,021000021,021000021,checking,false,,216,false
1062.8,credit,TEL,2024-04-11T13:00:00.000000,2024-02-29T04:00:00.000000,1,Acme Corp,PAYROLL,021000021,021000021,savings,false,,959,false
4715.12,credit,TEL,2024-02-28T17:00:00.000000,2024-01-24T01:00:00.000000,1,Acme Corp,SUBSCRIPTION,021000021,021000021,checking,false,,194,false
4383.07,debit,PPD,2024-04-25T20:00:00.000000,2024-06-04T15:00:00.000000,1,Netflix,INSURANCE PMT,021000021,021000021,checking,false,,985,false
1580.24,credit,WEB,2024-03-17T08:00:00.000000,2024-02-29T03:00:00.000000,1,Employer Inc,SUBSCRIPTION,021000021,021000021,savings,false,,759,false
3280.64,credit,WEB,2024-03-13T02:00:00.000000,2024-04-30T17:00:00.000000,2,Employer Inc,INSURANCE PMT,021000021,021000021,savings,false,,120,false
1984.2,credit,TEL,2024-01-31T05:00:00.000000,2024-03-10T12:00:00.000000,2,Netflix,PAYROLL,021000021,021000021,checking,false,,764,false
4573.59,debit,TEL,2024-06-06T19:00:00.000000,2024-08-20T11:00:00.000000,1,Acme Corp,PAYROLL,021000021,021000021,savings,false,,772,false
2299.67,debit,CCD,2024-10-18T09:00:00.000000,2024-12-09T23:00:00.000000,1,Acme Corp,PAYROLL,021000021,021000021,savings,false,,490,false
1331.75,credit,TEL,2024-08-12T03:00:00.000000,2024-12-22T17:00:00.000000,1,Netflix,PAYROLL,021000021,021000021,savings,false,,936,false
1240.67,debit,CCD,2024-08-27T22:00:00.000000,2024-08-02T18:00:00.000000,1,Employer Inc,INSURANCE PMT,021000021,021000021,checking,false,,248,false
2811.23,credit,WEB,2024-06-04T22:00:00.000000,2024-03-20T13:00:00.000000,2,Employer Inc,PAYROLL,021000021,021000021,checking,false,,712,false
1321.08,debit,TEL,2024-07-25T08:00:00.000000,2024-12-01T03:00:00.000000,1,Acme Corp,SUBSCRIPTION,021000021,021000021,checking,false,,618,false
2927.08,debit,TEL,2024-09-13T17:00:00.000000,2024-09-07T19:00:00.000000,1,Employer Inc,INSURANCE PMT,021000021,021000021,savings,false,,720,false
4490.14,debit,PPD,2024-09-09T14:00:00.000000,2024-07-27T08:00:00.000000,1,Employer Inc,PAYROLL,021000021,021000021,savings,false,,209,false
2003.01,credit,TEL,2024-02-11T19:00:00.000000,2024-01-17T22:00:00.000000,1,Employer Inc,SUBSCRIPTION,021000021,021000021,savings,false,,406,false
1104.41,credit,WEB,2024-01-21T13:00:00.000000,2024-07-08T06:00:00.000000,1,Acme Corp,INSURANCE PMT,021000021,021000021,savings,false,,937,false
4987.71,debit,TEL,2024-06-14T19:00:00.000000,2024-08-15T14:00:00.000000,2,Employer Inc,SUBSCRIPTION,021000021,021000021,checking,false,,245,false
2552.54,debit,CCD,2024-05-08T00:00:00.000000,2024-04-30T11:00:00.000000,2,Acme Corp,INSURANCE PMT,021000021,021000021,checking,false,,565,false
463.64,credit,TEL,2024-02-16T07:00:00.000000,2024-02-20T21:00:00.000000,2,Netflix,SUBSCRIPTION,021000021,021000021,savings,false,,329,false
245.11,credit,CCD,2024-12-11T18:00:00.000000,2024-07-07T17:00:00.000000,2,Netflix,PAYROLL,021000021,021000021,checking,false,,794,false
557.15,debit,PPD,2024-10-27T00:00:00.000000,2024-11-26T11:00:00.000000,2,Acme Corp,SUBSCRIPTION,021000021,021000021,checking,false,,289,false
3140.96,credit,TEL,2024-12-10T08:00:00.000000,2024-02-01T12:00:00.000000,1,Employer Inc,SUBSCRIPTION,021000021,021000021,checking,false,,389,false
3962.48,debit,PPD,2024-10-22T01:00:00.000000,2024-05-21T06:00:00.000000,2,Netflix,INSURANCE PMT,021000021,021000021,checking,false,,477,false
2116.58,credit,PPD,2024-03-30T15:00:00.000000,2024-03-03T14:00:00.000000,1,Acme Corp,INSURANCE PMT,021000021,021000021,savings,false,,546,false
327.0,debit,TEL,2024-09-22T20:00:00.000000,2024-02-16T21:00:00.000000,2,Employer Inc,PAYROLL,021000021,021000021,savings,false,,664,false
1914.28,debit,CCD,2024-08-14T08:00:00.000000,2024-04-18T20:00:00.000000,2,Netflix,SUBSCRIPTION,021000021,021000021,savings,false,,367,false
4980.65,credit,TEL,2024-04-02T18:00:00.000000,2024-11-23T19:00:00.000000,2,Acme Corp,SUBSCRIPTION,021000021,021000021,checking,false,,315,false
2650.28,credit,CCD,2024-08-11T20:00:00.000000,2024-01-11T01:00:00.000000,2,Employer Inc,SUBSCRIPTION,021000021,021000021,checking,false,,267,false
4855.68,credit,PPD,2024-09-08T02:00:00.000000,2024-06-19T07:00:00.000000,1,Employer Inc,SUBSCRIPTION,021000021,021000021,savings,false,,368,false
4305.29,credit,WEB,2024-08-28T11:00:00.000000,2024-03-05T18:00:00.000000,2,Acme Corp,PAYROLL,021000021,021000021,savings,false,,525,false
67.29,credit,TEL,2024-07-28T10:00:00.000000,2024-04-15T02:00:00.000000,1,Employer Inc,INSURANCE PMT,021000021,021000021,checking,false,,903,false
3606.4,debit,WEB,2024-06-13T21:00:00.000000,2024-10-10T06:00:00.000000,2,Netflix,SUBSCRIPTION,021000021,021000021,savings,false,,509,false
3411.73,credit,CCD,2024-02-23T05:00:00.000000,2024-10-27T06:00:00.000000,2,Acme Corp,PAYROLL,021000021,021000021,savings,false,,477,false
2689.48,debit,TEL,2024-06-17T13:00:00.000000,2024-04-29T10:00:00.000000,2,Employer Inc,PAYROLL,021000021,021000021,savings,false,,100,false
1341.46,credit,WEB,2024-12-21T15:00:00.000000,2024-03-16T19:00:00.000000,1,Employer Inc,PAYROLL,021000021,021000021,savings,false,,822,false
3208.4,credit,WEB,2024-05-27T21:00:00.000000,2024-01-02T08:00:00.000000,1,Employer Inc,PAYROLL,021000021,021000021,savings,false,,739,false
566.65,debit,TEL,2024-07-24T17:00:00.000000,2024-03-15T04:00:00.000000,2,Employer Inc,PAYROLL,021000021,021000021,savings,false,,480,false
2179.48,debit,WEB,2024-01-19T14:00:00.000000,2024-10-03T08:00:00.000000,2,Employer Inc,INSURANCE PMT,021000021,021000021,checking,false,,779,false
2274.08,credit,TEL,2024-02-15T10:00:00.000000,2024-03-30T03:00:00.000000,1,Acme Corp,PAYROLL,021000021,021000021,savings,false,,859,false
4769.54,debit,WEB,2024-05-09T10:00:00.000000,2024-12-04T00:00:00.000000,1,Netflix,INSURANCE PMT,021000021,021000021,savings,false,,327,false
4380.51,credit,PPD,2024-02-29T12:00:00.000000,2024-03-08T00:00:00.000000,2,Netflix,SUBSCRIPTION,021000021,021000021,checking,false,,936,false
1324.31,credit,TEL,2024-09-20T00:00:00.000000,2024-07-02T07:00:00.000000,2,Acme Corp,SUBSCRIPTION,021000021,021000021,savings,false,,208,false
2507.92,credit,PPD,2024-12-02T17:00:00.000000,2024-10-28T10:00:00.000000,1,Employer Inc,INSURANCE PMT,021000021,021000021,savings,false,,379,false
901.47,debit,PPD,2024-08-24T13:00:00.000000,2024-01-09T05:00:00.000000,2,Netflix,INSURANCE PMT,021000021,021000021,checking,false,,320,false
4564.01,debit,WEB,2024-01-28T06:00:00.000000,2024-05-15T01:00:00.000000,1,Netflix,SUBSCRIPTION,021000021,021000021,savings,false,,423,false
4353.89,credit,CCD,2024-09-22T11:00:00.000000,2024-03-05T23:00:00.000000,2,Netflix,PAYROLL,021000021,021000021,savings,false,,46,false
1499.24,credit,PPD,2024-11-14T15:00:00.000000,2024-08-03T16:00:00.000000,2,Employer Inc,SUBSCRIPTION,021000021,021000021,checking,false,,576,false
3198.36,credit,PPD,2024-11-16T14:00:00.000000,2024-02-28T23:00:00.000000,1,Acme Corp,PAYROLL,021000021,021000021,checking,false,,884,false
3048.76,credit,PPD,2024-01-27T06:00:00.000000,2024-02-02T15:00:00.000000,1,Netflix,PAYROLL,021000021,021000021,savings,false,,226,false
772.67,debit,CCD,2024-05-16T17:00:00.000000,2024-08-17T11:00:00.000000,2,Acme Corp,INSURANCE PMT,021000021,021000021,checking,false,,759,false
3814.93,credit,CCD,2024-03-08T09:00:00.000000,2024-09-19T18:00:00.000000,1,Netflix,INSURANCE PMT,021000021,021000021,savings,false,,149,false
2701.5,credit,PPD,2024-08-12T22:00:00.000000,2024-02-25T14:00:00.000000,2,Acme Corp,SUBSCRIPTION,021000021,021000021,checking,false,,16,false
3895.35,debit,CCD,2024-09-05T03:00:00.000000,2024-09-14T07:00:00.000000,1,Employer Inc,SUBSCRIPTION,021000021,021000021,checking,false,,267,false
2656.46,debit,CCD,2024-01-15T20:00:00.000000,2024-11-10T01:00:00.000000,1,Employer Inc,INSURANCE PMT,021000021,021000021,checking,false,,566,false
12.85,credit,CCD,2024-11-07T07:00:00.000000,2024-12-03T16:00:00.000000,1,Employer Inc,SUBSCRIPTION,021000021,021000021,checking,false,,957,false
1627.54,debit,TEL,2024-12-29T05:00:00.000000,2024-06-03T14:00:00.000000,1,Acme Corp,INSURANCE PMT,021000021,021000021,checking,false,,598,false
107.19,credit,PPD,2024-06-08T17:00:00.000000,2024-11-25T00:00:00.000000,2,Employer Inc,INSURANCE PMT,021000021,021000021,checking,false,,593,false
4646.2,credit,CCD,2024-01-08T17:00:00.000000,2024-02-01T15:00:00.000000,2,Employer Inc,SUBSCRIPTION,021000021,021000021,savings,false,,737,false
4394.82,debit,TEL,2024-07-27T02:00:00.000000,2024-07-24T13:00:00.000000,1,Netflix,PAYROLL,021000021,021000021,savings,false,,427,false
4160.01,credit,WEB,2024-04-25T03:00:00.000000,2024-12-17T03:00:00.000000,2,Acme Corp,PAYROLL,021000021,021000021,savings,false,,302,false
1544.5,debit,WEB,2024-08-24T03:00:00.000000,2024-09-08T22:00:00.000000,2,Acme Corp,INSURANCE PMT,021000021,021000021,checking,false,,156,false
299.05,credit,CCD,2024-11-27T04:00:00.000000,2024-08-15T02:00:00.000000,2,Netflix,SUBSCRIPTION,021000021,021000021,savings,false,,200,false
4391.27,credit,PPD,2024-09-12T22:00:00.000000,2024-02-11T10:00:00.000000,2,Employer Inc,PAYROLL,021000021,021000021,checking,false,,337,false
4735.28,debit,CCD,2024-05-29T16:00:00.000000,2024-11-07T04:00:00.000000,2,Netflix,INSURANCE PMT,021000021,021000021,savings,false,,235,false
437.41,debit,WEB,2024-12-27T08:00:00.000000,2024-02-03T04:00:00.000000,2,Employer Inc,INSURANCE PMT,021000021,021000021,savings,false,,388,false
2435.09,debit,PPD,2024-07-31T15:00:00.000000,2024-05-20T19:00:00.000000,1,Acme Corp,SUBSCRIPTION,021000021,021000021,checking,false,,583,false
355.37,credit,PPD,2024-08-29T07:00:00.000000,2024-11-20T18:00:00.000000,2,Employer Inc,SUBSCRIPTION,021000021,021000021,checking,false,,853,false
3805.4,credit,WEB,2024-08-21T17:00:00.000000,2024-10-07T22:00:00.000000,1,Netflix,INSURANCE PMT,021000021,021000021,checking,false,,251,false
3831.51,credit,TEL,2024-03-15T12:00:00.000000,2024-06-15T12:00:00.000000,2,Employer Inc,PAYROLL,021000021,021000021,savings,false,,511,false
650.67,credit,TEL,2024-04-07T19:00:00.000000,2024-11-01T16:00:00.000000,1,Netflix,SUBSCRIPTION,021000021,021000021,savings,false,,563,false
2381.66,debit,CCD,2024-09-17T23:00:00.000000,2024-05-30T14:00:00.000000,2,Employer Inc,SUBSCRIPTION,021000021,021000021,savings,false,,670,false
2753.52,debit,PPD,2024-03-10T02:00:00.000000,2024-09-15T19:00:00.000000,2,Acme Corp,SUBSCRIPTION,021000021,021000021,savings,false,,966,false
1332.63,debit,CCD,2024-05-21T13:00:00.000000,2024-08-08T03:00:00.000000,2,Acme Corp,PAYROLL,021000021,021000021,checking,false,,701,false
4363.44,credit,PPD,2024-06-23T16:00:00.000000,2024-12-25T03:00:00.000000,1,Acme Corp,PAYROLL,021000021,021000021,savings,false,,345,false
2121.46,debit,WEB,2024-05-16T00:00:00.000000,2024-12-01T20:00:00.000000,2,Employer Inc,INSURANCE PMT,021000021,021000021,savings,false,,263,false
1066.87,debit,PPD,2024-05-24T23:00:00.000000,2024-10-09T23:00:00.000000,1,Netflix,SUBSCRIPTION,021000021,021000021,savings,true,,781,false
2701.09,debit,PPD,2024-06-01T18:00:00.000000,2024-04-20T13:00:00.000000,1,Acme Corp,PAYROLL,021000021,021000021,savings,false,,841,false
3652.36,debit,WEB,2024-10-23T21:00:00.000000,2024-08-19T07:00:00.000000,2,Netflix,PAYROLL,021000021,021000021,savings,false,,500,false
1013.74,credit,TEL,2024-09-07T04:00:00.000000,2024-07-30T10:00:00.000000,2,Acme Corp,SUBSCRIPTION,021000021,021000021,checking,false,,989,false
1565.46,credit,WEB,2024-08-16T17:00:00.000000,2024-08-20T12:00:00.000000,2,Acme Corp,PAYROLL,021000021,021000021,checking,false,,740,false
4975.8,debit,PPD,2024-09-04T11:00:00.000000,2024-07-31T23:00:00.000000,1,Acme Corp,INSURANCE PMT,021000021,021000021,savings,false,,657,false
3252.89,credit,WEB,2024-06-19T17:00:00.000000,2024-02-18T10:00:00.000000,1,Acme Corp,PAYROLL,021000021,021000021,savings,false,,757,false
2196.12,debit,PPD,2024-10-05T12:00:00.000000,2024-08-06T10:00:00.000000,2,Netflix,PAYROLL,021000021,021000021,checking,false,,502,false
2592.7,credit,TEL,2024-08-21T10:00:00.000000,2024-12-06T08:00:00.000000,2,Netflix,INSURANCE PMT,021000021,021000021,savings,false,,471,false
613.81,credit,TEL,2024-04-06T22:00:00.000000,2024-07-10T04:00:00.000000,2,Employer Inc,SUBSCRIPTION,021000021,021000021,savings,false,,172,false
1131.24,debit,PPD,2024-05-02T18:00:00.000000,2024-12-17T15:00:00.000000,1,Netflix,PAYROLL,021000021,021000021,checking,false,,750,false
1697.05,debit,TEL,2024-07-15T07:00:00.000000,2024-02-04T02:00:00.000000,1,Employer Inc,INSURANCE PMT,021000021,021000021,savings,false,,814,false
2945.66,debit,WEB,2024-07-29T01:00:00.000000,2024-02-13T02:00:00.000000,2,Netflix,SUBSCRIPTION,021000021,021000021,savings,false,,360,false
1158.27,debit,TEL,2024-06-11T23:00:00.000000,2024-08-09T03:00:00.000000,2,Netflix,INSURANCE PMT,021000021,021000021,savings,false,,173,false
1108.88,credit,CCD,2024-08-30T22:00:00.000000,2024-07-09T04:00:00.000000,1,Acme Corp,PAYROLL,021000021,021000021,savings,false,,143,false
364.26,debit,TEL,2024-07-14T12:00:00.000000,2024-10-11T01:00:00.000000,2,Employer Inc,INSURANCE PMT,021000021,021000021,savings,false,,737,false
3159.2,credit,CCD,2024-12-05T20:00:00.000000,2024-10-27T17:00:00.000000,2,Acme Corp,PAYROLL,021000021,021000021,savings,false,,559,false
1152.42,debit,WEB,2024-03-18T15:00:00.000000,2024-10-14T10:00:00.000000,1,Netflix,SUBSCRIPTION,021000021,021000021,checking,false,,500,false
4528.05,credit,TEL,2024-01-19T04:00:00.000000,2024-12-09T03:00:00.000000,1,Netflix,SUBSCRIPTION,021000021,021000021,savings,false,,188,false
4299.58,debit,TEL,2024-09-14T18:00:00.000000,2024-07-29T11:00:00.000000,2,Acme Corp,INSURANCE PMT,021000021,021000021,savings,false,,938,false
363.58,credit,TEL,2024-06-18T03:00:00.000000,2024-12-06T13:00:00.000000,2,Employer Inc,PAYROLL,021000021,021000021,savings,false,,910,false
1197.64,credit,WEB,2024-08-13T03:00:00.000000,2024-01-27T09:00:00.000000,1,Netflix,SUBSCRIPTION,021000021,021000021,checking,false,,555,false
3348.2,debit,WEB,2024-09-26T14:00:00.000000,2024-11-03T09:00:00.000000,1,Netflix,INSURANCE PMT,021000021,021000021,savings,false,,657,false
1079.04,debit,CCD,2024-01-08T23:00:00.000000,2024-06-29T03:00:00.000000,1,Acme Corp,SUBSCRIPTION,021000021,021000021,checking,false,,980,false
670.24,credit,PPD,2024-03-14T13:00:00.000000,2024-10-22T16:00:00.000000,1,Netflix,SUBSCRIPTION,021000021,021000021,savings,false,,60,false
4678.22,debit,WEB,2024-12-01T04:00:00.000000,2024-04-18T04:00:00.000000,1,Netflix,PAYROLL,021000021,021000021,checking,false,,536,false
2859.51,debit,TEL,2024-02-08T15:00:00.000000,2024-12-02T15:00:00.000000,2,Netflix,SUBSCRIPTION,021000021,021000021,savings,false,,34,false
2368.63,credit,CCD,2024-05-15T10:00:00.000000,2024-04-24T03:00:00.000000,1,Employer Inc,SUBSCRIPTION,021000021,021000021,savings,false,,859,false
