amount,timestamp,transaction_type,mcc_code,merchant_city,merchant_state,merchant_country,entry_mode,card_present,is_international,response_code,txn_count_1h,txn_amount_1h,distinct_merchants_24h,distinct_countries_30d,is_fraud
20.56,2024-11-19T12:00:00.000000,purchase,5814,Austin,IL,US,chip,true,false,00,0,304.38,3,3,false
334.44,2024-10-10T17:00:00.000000,purchase,7011,New York,TX,US,contactless,true,false,00,3,478.39,5,2,false
382.52,2024-04-14T23:00:00.000000,purchase,7011,Chicago,TX,US,contactless,true,false,00,4,322.61,5,3,false
286.94,2024-02-11T01:00:00.000000,refund,5411,Chicago,NY,US,ecommerce,true,false,00,1,378.91,5,2,false
437.86,2024-07-29T14:00:00.000000,purchase,5411,Austin,IL,US,contactless,true,false,00,0,322.54,4,2,false
157.56,2024-11-10T04:00:00.000000,refund,5411,Chicago,NY,US,ecommerce,true,false,00,1,419.17,4,3,false
347.95,2024-11-25T09:00:00.000000,purchase,5812,New York,NY,US,ecommerce,true,false,00,1,130.14,8,2,false
297.59,2024-09-05T01:00:00.000000,purchase,7011,Austin,TX,US,chip,true,false,00,2,82.12,6,2,false
290.37,2024-10-08T04:00:00.000000,refund,4111,New York,TX,US,contactless,false,false,00,2,453.2,3,2,false
228.65,2024-03-28T15:00:00.000000,purchase,7011,Austin,IL,US,ecommerce,true,false,00,4,111.56,6,2,false
420.14,2024-07-31T10:00:00.000000,purchase,7011,Austin,NY,US,ecommerce,true,false,00,2,428.78,8,3,false
472.4,2024-05-24T09:00:00.000000,refund,5812,Chicago,TX,US,contactless,true,false,00,3,111.92,8,2,false
237.58,2024-05-10T23:00:00.000000,refund,5814,Austin,NY,US,contactless,true,false,00,3,129.78,3,1,false
332.41,2024-11-30T08:00:00.000000,purchase,5814,New York,TX,US,chip,true,false,00,2,30.46,1,3,false
31.27,2024-07-26T20:00:00.000000,refund,4111,Austin,NY,US,ecommerce,true,false,00,1,80.54,2,3,false
351.04,2024-05-02T09:00:00.000000,purchase,5411,Austin,TX,US,contactless,true,false,51,1,498.33,2,1,false
323.92,2024-09-04T17:00:00.000000,refund,4111,Chicago,IL,US,ecommerce,false,false,00,4,150.97,1,1,false
496.55,2024-12-08T12:00:00.000000,refund,7011,Chicago,NY,US,contactless,true,false,00,2,496.77,3,1,false
411.14,2024-03-02T05:00:00.000000,refund,7011,Austin,NY,US,contactless,true,false,00,0,31.54,5,3,false
143.01,2024-11-25T05:00:00.000000,purchase,5812,Austin,NY,US,ecommerce,true,false,00,2,191.57,2,3,false
193.51,2024-02-08T06:00:00.000000,refund,5814,Austin,IL,US,contactless,true,false,51,1,312.32,3,3,false
334.66,2024-09-13T15:00:00.000000,purchase,5411,Austin,IL,US,chip,true,false,00,2,483.91,1,3,false
12.26,2024-10-08T07:00:00.000000,purchase,5814,New York,IL,US,chip,true,false,00,1,106.12,1,1,false
231.39,2024-08-19T10:00:00.000000,refund,5812,Chicago,NY,US,contactless,true,false,51,4,208.16,4,1,false
84.86,2024-08-18T13:00:00.000000,purchase,5812,New York,NY,US,chip,false,false,00,0,234.83,8,1,false
59.43,2024-03-12T17:00:00.000000,purchase,4111,New York,TX,US,chip,true,false,00,4,156.38,2,1,false
30.42,2024-04-08T07:00:00.000000,purchase,5411,Chicago,IL,US,chip,false,false,00,3,30.22,8,2,false
384.35,2024-02-16T05:00:00.000000,refund,5411,Austin,NY,US,chip,false,true,00,2,191.77,4,3,false
65.54,2024-06-24T17:00:00.000000,purchase,5411,Austin,NY,US,ecommerce,true,false,51,3,326.29,3,2,false
124.56,2024-02-16T10:00:00.000000,refund,5411,New York,TX,US,contactless,true,false,00,3,240.44,4,1,false
196.08,2024-05-02T11:00:00.000000,refund,7011,Chicago,TX,US,contactless,true,false,00,1,265.01,6,2,false
435.84,2024-05-12T18:00:00.000000,purchase,5814,Chicago,IL,US,contactless,false,false,00,2,97.97,6,3,false
41.21,2024-04-13T00:00:00.000000,refund,5912,Austin,TX,US,contactless,false,false,00,2,129.4,1,2,false
225.14,2024-07-30T12:00:00.000000,refund,4111,New York,IL,US,ecommerce,true,false,51,1,260.33,3,2,false
275.17,2024-07-30T23:00:00.000000,purchase,4111,Chicago,NY,US,contactless,true,false,51,0,59.87,6,1,false
441.81,2024-09-25T06:00:00.000000,refund,5411,Chicago,TX,US,chip,true,false,51,0,159.13,6,3,false
409.82,2024-07-11T08:00:00.000000,purchase,7011,Austin,NY,US,ecommerce,true,false,00,0,444.72,2,1,false
432.13,2024-06-22T01:00:00.000000,refund,5912,Austin,NY,US,chip,false,false,00,2,457.47,2,1,false
139.93,2024-09-12T08:00:00.000000,purchase,4111,New York,TX,US,chip,true,false,51,0,449.44,1,1,false
208.23,2024-10-21T11:00:00.000000,refund,5411,Chicago,TX,US,contactless,true,false,51,0,234.78,2,2,false
180.03,2024-03-05T21:00:00.000000,refund,5912,Chicago,IL,US,ecommerce,false,false,00,1,466.61,1,1,false
442.21,2024-09-14T16:00:00.000000,refund,5411,Austin,NY,US,contactless,false,true,51,2,281.61,3,1,false
478.91,2024-11-18T06:00:00.000000,purchase,5814,Chicago,TX,US,contactless,true,false,00,0,49.46,5,2,false
76.31,2024-02-17T08:00:00.000000,refund,5814,Chicago,IL,US,ecommerce,true,false,51,4,248.74,5,1,false
88.93,2024-05-07T12:00:00.000000,purchase,7011,Austin,TX,US,ecommerce,true,false,51,0,487.06,5,1,false
116.75,2024-07-23T20:00:00.000000,refund,5812,Chicago,IL,US,ecommerce,false,false,00,3,164.25,2,2,false
117.43,2024-08-16T13:00:00.000000,purchase,5912,Chicago,NY,US,ecommerce,true,false,00,0,171.4,4,3,false
243.0,2024-06-08T00:00:00.000000,purchase,5411,Chicago,TX,US,contactless,true,false,51,1,47.67,8,2,false
294.97,2024-03-06T01:00:00.000000,refund,5912,Chicago,NY,US,chip,true,false,51,3,189.85,5,3,false
132.11,2024-08-05T22:00:00.000000,refund,7011,Austin,TX,US,chip,true,false,00,3,56.12,1,1,false
3.04,2024-08-30T18:00:00.000000,purchase,4111,Austin,TX,US,ecommerce,false,false,00,2,484.9,1,2,false
210.05,2024-09-07T00:00:00.000000,refund,5812,Austin,NY,US,chip,true,false,00,3,249.34,5,1,false
185.26,2024-02-07T12:00:00.000000,refund,4111,Chicago,IL,US,ecommerce,false,false,00,3,141.31,4,1,false
283.6,2024-09-27T14:00:00.000000,purchase,5812,Austin,TX,US,chip,true,false,00,2,165.13,5,1,false
476.6,2024-08-17T07:00:00.000000,refund,5814,Chicago,NY,US,contactless,true,false,00,4,288.88,2,3,false
345.56,2024-02-25T07:00:00.000000,refund,5812,New York,TX,US,ecommerce,false,false,51,3,89.11,8,2,false
258.23,2024-03-20T04:00:00.000000,refund,5912,Austin,IL,US,contactless,true,false,51,2,385.23,3,1,false
309.18,2024-09-24T21:00:00.000000,purchase,5812,Chicago,NY,US,contactless,true,false,00,2,158.92,7,2,false
338.42,2024-02-25T23:00:00.000000,purchase,5812,Chicago,TX,US,contactless,false,false,00,2,229.15,8,2,false
27.94,2024-12-24T20:00:00.000000,refund,5411,Chicago,TX,US,ecommerce,true,false,00,2,478.38,7,3,false
449.87,2024-08-22T02:00:00.000000,refund,5814,Chicago,NY,US,contactless,true,false,00,4,227.62,8,2,false
390.2,2024-10-09T01:00:00.000000,purchase,5814,New York,TX,US,ecommerce,true,false,00,0,184.74,4,2,false
437.38,2024-01-01T04:00:00.000000,purchase,5411,Austin,IL,US,chip,true,false,51,4,388.99,4,2,false
399.14,2024-04-29T18:00:00.000000,refund,7011,Chicago,IL,US,contactless,false,false,00,4,469.09,5,1,false
196.8,2024-01-20T20:00:00.000000,refund,5411,New York,NY,US,contactless,true,false,51,4,347.76,5,3,false
200.09,2024-06-04T04:00:00.000000,purchase,5411,Chicago,NY,US,chip,true,false,00,0,240.36,4,3,false
52.67,2024-11-16T08:00:00.000000,purchase,5814,Austin,TX,US,contactless,true,false,00,3,464.78,3,1,false
317.51,2024-09-27T20:00:00.000000,purchase,7011,Chicago,IL,US,contactless,true,false,51,3,98.89,5,2,false
32.06,2024-08-11T22:00:00.000000,refund,5912,Austin,NY,US,ecommerce,false,false,00,3,479.07,7,1,false
34.61,2024-02-27T03:00:00.000000,refund,5912,New York,IL,US,chip,true,false,00,0,332.45,1,3,false
105.17,2024-02-06T09:00:00.000000,purchase,5912,New York,IL,US,chip,true,false,00,1,87.44,4,2,false
81.99,2024-09-25T18:00:00.000000,purchase,4111,Chicago,NY,US,ecommerce,true,false,00,1,94.17,2,1,false
170.69,2024-04-08T12:00:00.000000,refund,5411,Chicago,NY,US,contactless,true,false,00,1,95.21,4,1,false
27.24,2024-05-13T07:00:00.000000,purchase,5411,Austin,NY,US,chip,true,false,00,2,146.54,8,2,false
1.12,2024-11-03T00:00:00.000000,refund,5812,New York,IL,US,ecommerce,false,false,00,4,354.88,6,1,false
76.48,2024-01-06T17:00:00.000000,purchase,5814,Chicago,IL,US,chip,true,false,51,2,354.65,8,1,false
51.63,2024-06-03T14:00:00.000000,purchase,5411,New York,NY,US,chip,true,false,00,0,293.28,6,1,false
182.44,2024-05-22T10:00:00.000000,purchase,5812,Chicago,NY,US,chip,true,false,51,4,210.25,8,1,false
13.72,2024-11-26T07:00:00.000000,purchase,5912,New York,TX,US,contactless,false,false,51,0,104.82,1,2,false
437.29,2024-08-31T16:00:00.000000,refund,5912,New York,IL,US,contactless,true,true,00,3,35.46,6,2,false
307.42,2024-04-30T17:00:00.000000,purchase,5814,New York,IL,US,chip,true,false,00,4,257.46,7,3,false
75.13,2024-05-06T00:00:00.000000,purchase,7011,Chicago,NY,US,ecommerce,false,false,51,4,331.29,4,2,false
126.88,2024-07-29T22:00:00.000000,refund,7011,Austin,NY,US,contactless,true,false,00,3,376.6,3,2,false
174.35,2024-11-28T09:00:00.000000,refund,4111,Chicago,IL,US,ecommerce,true,false,00,0,118.63,6,1,false
182.72,2024-01-29T00:00:00.000000,refund,5912,Chicago,IL,US,ecommerce,false,false,00,1,55.18,8,3,false
62.3,2024-04-09T15:00:00.000000,refund,5411,Austin,IL,US,chip,true,false,00,3,143.35,7,2,false
424.62,2024-12-11T20:00:00.000000,purchase,4111,Chicago,TX,US,chip,true,false,00,0,50.35,3,3,false
496.56,2024-08-03T02:00:00.000000,purchase,5814,Austin,IL,US,chip,false,false,00,1,96.58,3,2,false
233.53,2024-05-11T07:00:00.000000,purchase,5814,Austin,IL,US,ecommerce,true,false,00,4,290.31,7,1,false
242.43,2024-12-07T13:00:00.000000,refund,5814,Chicago,NY,US,chip,true,false,51,2,333.79,3,2,false
43.86,2024-07-08T07:00:00.000000,purchase,4111,Austin,TX,US,chip,true,false,51,4,133.28,8,3,false
51.99,2024-09-09T01:00:00.000000,refund,5411,Austin,NY,US,ecommerce,true,false,00,2,487.46,4,2,false
171.98,2024-12-22T10:00:00.000000,refund,5814,Austin,NY,US,chip,true,false,00,0,43.78,4,2,false
133.11,2024-08-03T11:00:00.000000,purchase,4111,Austin,NY,US,chip,true,false,00,1,140.25,4,3,false
414.6,2024-12-15T12:00:00.000000,purchase,4111,Chicago,IL,US,chip,false,true,00,4,447.61,6,1,false
81.56,2024-04-11T00:00:00.000000,refund,5812,Chicago,IL,US,ecommerce,true,false,51,0,346.57,2,2,false
12.52,2024-05-29T23:00:00.000000,refund,4111,Chicago,NY,US,contactless,true,false,00,1,257.59,5,3,false
475.54,2024-09-15T02:00:00.000000,purchase,5812,Chicago,TX,US,ecommerce,true,false,00,2,175.01,5,3,false
264.6,2024-04-15T15:00:00.000000,refund,5812,New York,TX,US,chip,true,false,51,3,355.06,6,2,false
74.15,2024-04-12T09:00:00.000000,refund,5912,Austin,IL,US,chip,true,false,00,1,266.38,2,1,false
272.04,2024-04-09T07:00:00.000000,purchase,5411,Austin,TX,US,chip,true,false,00,3,90.37,8,2,false
14.49,2024-08-26T07:00:00.000000,purchase,4111,Chicago,TX,US,contactless,true,false,00,0,286.55,5,1,false
264.53,2024-05-15T09:00:00.000000,refund,5912,Chicago,IL,US,ecommerce,true,false,51,3,494.09,7,2,false
489.27,2024-02-25T19:00:00.000000,refund,5812,New York,NY,US,ecommerce,false,false,00,1,453.08,4,3,false
431.8,2024-09-10T19:00:00.000000,purchase,5411,Austin,TX,US,chip,true,false,00,2,112.08,6,1,false
348.4,2024-04-05T07:00:00.000000,purchase,5812,New York,IL,US,ecommerce,true,false,00,2,105.29,7,2,false
131.3,2024-09-05T13:00:00.000000,refund,5812,Austin,IL,US,contactless,true,false,00,2,60.81,1,3,false
183.98,2024-12-06T01:00:00.000000,refund,5411,New York,IL,US,chip,true,false,00,4,292.74,5,2,false
84.35,2024-10-31T04:00:00.000000,purchase,7011,New York,NY,US,chip,true,false,00,1,369.83,5,3,false
386.2,2024-07-20T01:00:00.000000,purchase,5814,Chicago,TX,US,contactless,true,false,51,3,478.2,3,3,false
266.76,2024-04-19T00:00:00.000000,purchase,5912,Chicago,IL,US,contactless,true,false,00,4,337.41,3,1,false
389.75,2024-11-01T04:00:00.000000,purchase,5812,Austin,NY,US,ecommerce,true,false,51,4,192.08,3,1,false
165.5,2024-07-31T01:00:00.000000,refund,4111,Chicago,IL,US,chip,true,false,00,0,496.33,5,3,false
112.3,2024-12-29T01:00:00.000000,refund,5411,Austin,NY,US,ecommerce,true,false,00,1,13.44,2,3,false
405.94,2024-04-04T12:00:00.000000,refund,4111,Austin,TX,US,contactless,false,true,00,4,298.28,7,2,false
492.48,2024-08-18T22:00:00.000000,refund,5411,Austin,IL,US,contactless,true,false,51,3,348.84,8,2,false
426.46,2024-06-09T23:00:00.000000,purchase,5912,New York,TX,US,ecommerce,true,false,00,4,212.23,7,1,false
403.23,2024-02-27T02:00:00.000000,refund,5411,New York,TX,US,ecommerce,true,false,00,1,414.8,7,3,false
409.35,2024-03-25T10:00:00.000000,purchase,4111,Chicago,TX,US,contactless,false,false,00,1,446.19,4,2,false
370.2,2024-04-07T05:00:00.000000,refund,5814,Chicago,TX,US,chip,true,false,00,0,257.2,2,3,false
114.14,2024-11-30T16:00:00.000000,purchase,5814,Chicago,TX,US,chip,true,false,00,4,213.91,3,3,false
259.3,2024-08-27T01:00:00.000000,refund,5812,Chicago,IL,US,contactless,true,false,00,0,435.41,7,2,false
178.43,2024-06-08T21:00:00.000000,refund,4111,Austin,TX,US,chip,true,false,51,4,11.04,3,3,false
15.46,2024-07-12T11:00:00.000000,refund,5411,Austin,NY,US,chip,true,false,00,2,13.63,3,1,false
14.94,2024-06-18T14:00:00.000000,refund,5912,Chicago,NY,US,ecommerce,true,false,00,0,27.22,6,2,false
140.43,2024-03-27T03:00:00.000000,purchase,5814,Austin,NY,US,ecommerce,true,false,00,0,213.77,4,1,false
130.33,2024-01-02T02:00:00.000000,refund,5812,Austin,TX,US,contactless,false,true,00,1,265.67,7,2,false
346.57,2024-05-23T02:00:00.000000,purchase,5814,Austin,NY,US,contactless,false,false,51,4,192.6,7,3,false
478.3,2024-06-28T13:00:00.000000,refund,5812,New York,NY,US,ecommerce,true,false,00,0,185.9,5,2,false
224.17,2024-03-04T17:00:00.000000,purchase,5912,New York,IL,US,contactless,true,false,00,4,182.74,3,2,false
468.57,2024-04-16T12:00:00.000000,refund,5411,Chicago,NY,US,contactless,true,false,51,1,66.7,2,1,false
494.03,2024-07-01T09:00:00.000000,refund,5812,Chicago,IL,US,contactless,true,false,00,4,459.56,3,2,false
477.55,2024-08-09T02:00:00.000000,purchase,5912,Chicago,IL,US,chip,true,false,51,3,185.03,4,3,false
182.95,2024-01-26T22:00:00.000000,purchase,4111,New York,NY,US,chip,false,false,00,1,271.76,3,3,false
111.01,2024-08-30T06:00:00.000000,refund,7011,Chicago,TX,US,contactless,true,false,00,4,81.29,8,3,false
114.2,2024-07-09T17:00:00.000000,purchase,5812,Austin,TX,US,ecommerce,true,false,00,1,75.83,4,1,false
99.16,2024-08-16T06:00:00.000000,purchase,4111,New York,TX,US,ecommerce,true,false,51,1,55.2,8,2,false
102.98,2024-06-14T11:00:00.000000,purchase,5812,New York,NY,US,contactless,true,false,00,1,398.43,8,2,false
312.41,2024-08-30T00:00:00.000000,refund,5814,Austin,NY,US,chip,true,false,00,3,62.4,2,3,false
450.25,2024-11-19T13:00:00.000000,purchase,4111,Chicago,TX,US,contactless,true,false,51,0,154.64,1,1,false
420.38,2024-05-06T20:00:00.000000,refund,4111,Austin,IL,US,ecommerce,false,false,00,3,283.55,4,3,false
240.26,2024-07-26T01:00:00.000000,purchase,5812,Chicago,TX,US,ecommerce,true,false,00,1,48.03,8,2,false
326.84,2024-07-11T01:00:00.000000,refund,5812,Austin,TX,US,ecommerce,true,false,00,4,248.29,1,3,false
400.02,2024-08-25T02:00:00.000000,purchase,5411,Chicago,IL,US,contactless,false,false,00,2,231.66,2,3,false
43.3,2024-02-01T08:00:00.000000,refund,5814,Austin,IL,US,chip,false,false,51,4,375.02,7,1,false
330.63,2024-04-09T23:00:00.000000,refund,7011,New York,NY,US,chip,true,false,00,2,363.73,4,2,false
454.98,2024-02-02T19:00:00.000000,refund,5814,Austin,TX,US,chip,true,false,00,1,118.09,5,2,false
391.37,2024-06-22T11:00:00.000000,refund,5814,Chicago,IL,US,chip,true,false,51,3,70.24,4,3,false
375.32,2024-05-19T10:00:00.000000,purchase,5812,Austin,IL,US,chip,true,false,00,1,462.86,3,3,false
239.54,2024-11-11T01:00:00.000000,purchase,5814,New York,NY,US,chip,true,false,00,4,2.87,6,3,false
90.08,2024-05-14T23:00:00.000000,refund,4111,Austin,IL,US,ecommerce,true,false,00,3,447.68,6,3,false
394.78,2024-12-19T10:00:00.000000,purchase,5411,New York,NY,US,chip,true,false,00,0,178.71,2,1,false
166.93,2024-05-21T09:00:00.000000,refund,5814,Chicago,TX,US,contactless,true,false,00,0,386.8,8,3,false
400.61,2024-01-02T23:00:00.000000,purchase,4111,New York,IL,US,contactless,false,false,00,0,417.42,2,3,false
485.86,2024-10-31T20:00:00.000000,refund,4111,New York,IL,US,contactless,true,false,00,2,294.49,3,2,false
198.52,2024-02-03T00:00:00.000000,refund,5411,Austin,NY,US,contactless,true,false,51,1,214.68,5,2,false
201.29,2024-04-29T03:00:00.000000,refund,5812,Austin,NY,US,ecommerce,false,false,51,1,238.18,3,3,false
473.45,2024-08-31T22:00:00.000000,refund,7011,Austin,NY,US,ecommerce,true,false,51,4,20.79,5,3,false
362.67,2024-08-26T12:00:00.000000,purchase,5411,New York,NY,US,ecommerce,true,false,00,2,487.77,2,1,false
85.83,2024-05-08T13:00:00.000000,purchase,5912,Chicago,TX,US,ecommerce,true,false,00,1,496.28,1,3,false
64.39,2024-09-09T04:00:00.000000,purchase,5912,Austin,TX,US,chip,true,false,00,4,24.48,1,2,false
76.42,2024-09-11T05:00:00.000000,refund,5812,Austin,TX,US,ecommerce,true,false,00,1,493.9,4,3,false
452.52,2024-01-05T23:00:00.000000,refund,7011,Austin,IL,US,ecommerce,true,false,00,1,119.42,4,1,false
403.44,2024-06-04T22:00:00.000000,refund,4111,Austin,NY,US,ecommerce,true,false,51,4,18.81,4,1,false
73.94,2024-03-18T19:00:00.000000,refund,5814,New York,NY,US,contactless,false,false,00,1,462.56,2,2,false
413.43,2024-04-30T10:00:00.000000,purchase,5411,Austin,IL,US,chip,true,false,00,1,99.11,5,3,false
490.17,2024-06-12T14:00:00.000000,purchase,5814,Chicago,IL,US,ecommerce,true,false,00,4,129.9,5,3,false
328.98,2024-07-04T19:00:00.000000,refund,5812,New York,IL,US,ecommerce,true,false,00,0,386.99,2,1,false
175.85,2024-02-10T16:00:00.000000,refund,5814,New York,TX,US,contactless,false,false,00,3,377.24,5,1,false
274.78,2024-04-11T12:00:00.000000,purchase,4111,Chicago,NY,US,ecommerce,false,false,00,4,169.41,8,1,false
66.36,2024-03-22T07:00:00.000000,refund,5814,Austin,IL,US,contactless,true,false,00,1,39.42,3,3,false
8.11,2024-07-27T02:00:00.000000,refund,5812,Austin,TX,US,chip,true,false,51,2,377.25,5,1,false
485.47,2024-11-28T01:00:00.000000,purchase,5812,Austin,TX,US,ecommerce,true,false,00,3,37.09,1,2,false
325.19,2024-09-03T17:00:00.000000,purchase,5411,New York,TX,US,contactless,false,true,00,4,389.49,5,1,false
263.76,2024-10-05T10:00:00.000000,purchase,4111,Chicago,NY,US,ecommerce,false,false,51,0,223.45,8,3,false
466.88,2024-03-23T13:00:00.000000,purchase,5814,Chicago,NY,US,ecommerce,false,false,51,3,343.06,4,2,false
217.47,2024-02-23T02:00:00.000000,purchase,4111,New York,TX,US,ecommerce,true,false,00,0,86.04,6,1,false
436.0,2024-05-15T19:00:00.000000,refund,5812,Austin,NY,US,contactless,true,false,00,3,215.98,4,3,false
413.25,2024-02-13T06:00:00.000000,purchase,5411,New York,NY,US,ecommerce,true,false,00,0,465.76,7,3,false
106.31,2024-02-19T13:00:00.000000,purchase,5912,Austin,NY,US,contactless,true,false,00,0,53.08,2,3,false
126.67,2024-09-12T22:00:00.000000,refund,5814,New York,IL,US,contactless,true,false,51,4,256.77,4,3,false
