amount,timestamp,transaction_type,mcc_code,merchant_city,merchant_state,merchant_country,entry_mode,pin_used,card_present,is_international,is_overdraft,overdraft_fee,response_code,txn_count_1h,txn_amount_1h,is_fraud
285.98,2024-06-25T12:00:00.000000,purchase,5814,Dallas,AZ,US,atm,false,true,true,false,,00,3,26.18,false
207.46,2024-06-10T03:00:00.000000,refund,5912,Dallas,WA,US,atm,true,true,false,false,,00,1,233.12,false
155.13,2024-06-18T00:00:00.000000,atm_withdrawal,5812,Dallas,TX,US,contactless,false,true,false,false,,51,1,30.87,false
185.66,2024-06-15T10:00:00.000000,refund,7011,Dallas,AZ,US,pin,true,true,false,false,,51,1,82.99,false
203.18,2024-07-22T03:00:00.000000,refund,,Phoenix,TX,US,contactless,true,true,false,false,,00,3,34.11,false
17.14,2024-04-10T22:00:00.000000,purchase,5912,Seattle,AZ,US,atm,false,true,false,false,,00,0,261.38,false
269.96,2024-01-07T23:00:00.000000,refund,,Seattle,AZ,US,pin,false,true,false,false,,00,2,132.54,false
234.21,2024-05-28T08:00:00.000000,atm_withdrawal,5814,Dallas,AZ,US,pin,false,true,false,false,,00,1,217.91,false
262.48,2024-07-09T02:00:00.000000,refund,5812,Seattle,TX,US,signature,true,true,false,false,,00,0,76.98,false
239.56,2024-07-20T12:00:00.000000,purchase,7011,Seattle,TX,US,pin,true,true,false,false,,51,2,219.1,false
118.32,2024-10-28T02:00:00.000000,atm_withdrawal,7011,Seattle,TX,US,atm,true,false,false,false,,00,3,194.62,false
120.29,2024-07-03T13:00:00.000000,refund,,Phoenix,AZ,US,contactless,true,true,false,false,,51,1,29.27,false
31.96,2024-05-20T01:00:00.000000,atm_withdrawal,5814,Seattle,WA,US,atm,true,true,false,false,,00,2,148.16,false
190.65,2024-05-23T03:00:00.000000,atm_withdrawal,5912,Dallas,AZ,US,signature,false,true,false,false,,00,2,216.54,false
19.61,2024-01-27T21:00:00.000000,purchase,5812,Seattle,AZ,US,signature,true,true,false,false,,51,1,64.35,false
21.14,2024-05-26T20:00:00.000000,refund,5812,Seattle,TX,US,atm,true,true,false,false,,00,2,196.3,false
63.42,2024-03-17T07:00:00.000000,refund,5814,Seattle,AZ,US,atm,false,true,false,false,,00,1,83.37,false
49.53,2024-05-16T13:00:00.000000,purchase,7011,Seattle,AZ,US,atm,true,true,false,false,,00,3,111.15,false
102.68,2024-09-18T10:00:00.000000,purchase,,Seattle,TX,US,atm,false,true,false,false,,00,0,275.98,false
16.72,2024-04-07T11:00:00.000000,purchase,,Seattle,AZ,US,contactless,false,true,false,false,,00,0,282.92,false
1.07,2024-08-07T00:00:00.000000,refund,5812,Dallas,AZ,US,pin,true,true,false,true,,00,1,299.37,false
46.23,2024-11-19T12:00:00.000000,purchase,5912,Dallas,AZ,US,signature,false,false,false,false,,00,2,128.03,false
31.34,2024-10-10T17:00:00.000000,atm_withdrawal,5812,Dallas,TX,US,contactless,false,true,false,false,,51,0,171.53,false
109.72,2024-04-14T23:00:00.000000,refund,5814,Seattle,TX,US,contactless,true,true,false,false,,00,2,242.55,false
8.62,2024-02-11T01:00:00.000000,atm_withdrawal,5814,Seattle,WA,US,contactless,true,false,false,false,,51,0,227.56,false
262.43,2024-07-29T14:00:00.000000,refund,,Phoenix,TX,US,pin,false,false,false,false,,51,0,136.86,false
184.61,2024-11-10T04:00:00.000000,refund,5912,Seattle,WA,US,contactless,true,true,false,false,,00,2,259.08,false
45.42,2024-11-25T09:00:00.000000,purchase,5812,Dallas,WA,US,signature,false,true,false,false,,00,1,120.38,false
76.43,2024-09-05T01:00:00.000000,refund,,Dallas,TX,US,pin,true,true,false,false,,51,2,285.0,false
104.87,2024-10-08T04:00:00.000000,purchase,5812,Seattle,WA,US,contactless,false,true,false,false,,00,2,141.83,false
109.88,2024-03-28T15:00:00.000000,atm_withdrawal,5812,Dallas,AZ,US,contactless,false,true,false,true,,00,2,35.58,false
37.73,2024-07-31T10:00:00.000000,purchase,,Dallas,AZ,US,atm,true,true,false,false,,00,2,224.73,false
254.83,2024-05-24T09:00:00.000000,atm_withdrawal,5814,Phoenix,TX,US,signature,false,false,false,false,,00,2,43.47,false
297.94,2024-05-10T23:00:00.000000,refund,5912,Dallas,AZ,US,contactless,false,true,false,true,,00,2,203.86,false
140.33,2024-11-30T08:00:00.000000,refund,5912,Seattle,TX,US,signature,true,true,false,false,,00,3,16.06,false
145.67,2024-07-26T20:00:00.000000,atm_withdrawal,5814,Dallas,AZ,US,signature,false,false,false,false,,00,3,296.49,false
26.68,2024-05-02T09:00:00.000000,atm_withdrawal,5812,Phoenix,AZ,US,atm,false,true,false,false,,51,2,162.28,false
31.55,2024-09-04T17:00:00.000000,atm_withdrawal,5812,Dallas,AZ,US,signature,false,false,false,false,,51,0,222.12,false
103.45,2024-12-08T12:00:00.000000,atm_withdrawal,5814,Phoenix,TX,US,pin,true,false,false,false,,00,1,39.35,false
80.16,2024-03-02T05:00:00.000000,purchase,5812,Seattle,TX,US,pin,true,false,false,false,,00,0,191.06,false
248.83,2024-11-25T05:00:00.000000,refund,5814,Seattle,TX,US,contactless,true,true,false,false,,00,3,112.95,false
49.27,2024-02-08T06:00:00.000000,atm_withdrawal,,Phoenix,AZ,US,pin,true,true,false,false,,00,1,74.73,false
7.91,2024-09-13T15:00:00.000000,atm_withdrawal,5411,Phoenix,AZ,US,atm,true,true,false,false,,51,0,244.48,false
285.34,2024-10-08T07:00:00.000000,refund,5812,Dallas,AZ,US,pin,false,true,false,false,,00,1,9.98,false
158.95,2024-08-19T10:00:00.000000,atm_withdrawal,,Phoenix,TX,US,pin,true,true,false,false,,00,1,143.37,false
44.83,2024-08-18T13:00:00.000000,refund,5411,Dallas,TX,US,contactless,false,false,false,false,,51,2,26.07,false
163.41,2024-03-12T17:00:00.000000,refund,5812,Phoenix,WA,US,pin,true,true,false,false,,00,2,255.42,false
9.09,2024-04-08T07:00:00.000000,refund,7011,Dallas,AZ,US,contactless,false,true,false,false,,00,2,267.97,false
158.9,2024-02-16T05:00:00.000000,refund,5812,Phoenix,TX,US,atm,false,true,false,false,,00,3,10.32,false
293.57,2024-06-24T17:00:00.000000,atm_withdrawal,5812,Seattle,WA,US,pin,true,false,false,true,,51,3,139.37,false
259.13,2024-02-16T10:00:00.000000,purchase,5814,Seattle,TX,US,pin,false,true,false,false,,00,2,140.71,false
209.16,2024-05-02T11:00:00.000000,refund,,Seattle,AZ,US,pin,false,true,false,false,,00,1,215.61,false
79.07,2024-05-12T18:00:00.000000,refund,5814,Dallas,WA,US,signature,true,true,false,false,,00,1,218.74,false
110.64,2024-04-13T00:00:00.000000,purchase,7011,Phoenix,AZ,US,signature,true,true,false,false,,00,2,102.97,false
50.95,2024-07-30T12:00:00.000000,refund,5814,Seattle,WA,US,atm,true,true,false,false,,00,0,279.84,false
231.81,2024-07-30T23:00:00.000000,purchase,5812,Seattle,TX,US,contactless,false,true,false,false,,00,2,55.59,false
160.25,2024-09-25T06:00:00.000000,purchase,5411,Dallas,AZ,US,signature,false,true,false,false,,51,1,40.99,false
233.94,2024-07-11T08:00:00.000000,atm_withdrawal,,Dallas,TX,US,signature,false,false,false,false,,00,2,244.41,false
99.57,2024-06-22T01:00:00.000000,atm_withdrawal,5411,Phoenix,WA,US,atm,false,true,false,false,,51,1,36.03,false
67.69,2024-09-12T08:00:00.000000,purchase,5814,Seattle,AZ,US,pin,false,true,false,false,,00,0,55.78,false
243.64,2024-10-21T11:00:00.000000,refund,5812,Seattle,TX,US,signature,false,true,false,false,,00,3,150.04,false
295.49,2024-03-05T21:00:00.000000,atm_withdrawal,7011,Phoenix,AZ,US,signature,false,true,false,false,,00,2,100.9,false
255.94,2024-09-14T16:00:00.000000,refund,7011,Phoenix,AZ,US,pin,true,true,false,false,,51,3,49.14,false
242.02,2024-11-18T06:00:00.000000,refund,5411,Dallas,TX,US,pin,true,true,false,false,,00,3,278.97,false
245.68,2024-02-17T08:00:00.000000,atm_withdrawal,5411,Dallas,AZ,US,pin,true,true,false,false,,00,1,142.17,false
222.22,2024-05-07T12:00:00.000000,atm_withdrawal,7011,Seattle,TX,US,pin,false,false,false,false,,00,2,235.76,false
68.8,2024-07-23T20:00:00.000000,atm_withdrawal,7011,Phoenix,AZ,US,signature,false,true,false,false,,00,2,75.06,false
155.77,2024-08-16T13:00:00.000000,refund,,Seattle,WA,US,atm,false,false,false,false,,00,1,273.78,false
107.31,2024-06-08T00:00:00.000000,atm_withdrawal,5812,Seattle,TX,US,atm,false,true,false,false,,00,0,66.35,false
9.67,2024-03-06T01:00:00.000000,purchase,5912,Seattle,TX,US,atm,true,true,false,false,,51,0,271.93,false
9.35,2024-08-05T22:00:00.000000,atm_withdrawal,,Dallas,TX,US,pin,true,true,false,false,,00,0,183.86,false
84.55,2024-08-30T18:00:00.000000,purchase,5814,Phoenix,WA,US,pin,false,false,false,false,,00,2,291.32,false
78.49,2024-09-07T00:00:00.000000,purchase,7011,Phoenix,TX,US,contactless,true,true,true,false,,00,0,231.35,false
208.06,2024-02-07T12:00:00.000000,purchase,5411,Seattle,WA,US,signature,false,true,false,false,,00,0,189.24,false
287.0,2024-09-27T14:00:00.000000,refund,5812,Dallas,TX,US,signature,true,false,false,false,,51,1,159.89,false
134.72,2024-08-17T07:00:00.000000,atm_withdrawal,5814,Dallas,TX,US,contactless,true,true,false,false,,00,2,256.45,false
281.17,2024-02-25T07:00:00.000000,atm_withdrawal,5912,Seattle,WA,US,contactless,true,true,false,false,,00,0,133.06,false
296.42,2024-03-20T04:00:00.000000,refund,,Phoenix,TX,US,signature,true,true,false,false,,51,0,29.5,false
286.55,2024-09-24T21:00:00.000000,refund,7011,Dallas,TX,US,pin,false,true,false,false,,00,3,274.12,false
110.03,2024-02-25T23:00:00.000000,atm_withdrawal,5411,Dallas,WA,US,contactless,true,true,false,false,,51,0,241.68,false
66.92,2024-12-24T20:00:00.000000,refund,,Seattle,WA,US,pin,true,true,false,false,,00,1,204.6,false
68.83,2024-08-22T02:00:00.000000,purchase,5812,Dallas,AZ,US,pin,true,true,false,false,,00,3,223.42,false
59.82,2024-10-09T01:00:00.000000,purchase,7011,Phoenix,AZ,US,contactless,false,true,false,true,,00,3,69.61,false
62.11,2024-01-01T04:00:00.000000,refund,,Dallas,TX,US,signature,false,true,false,false,,51,2,139.0,false
187.6,2024-04-29T18:00:00.000000,purchase,5912,Dallas,TX,US,atm,true,true,false,false,,00,3,246.88,true
270.19,2024-01-20T20:00:00.000000,atm_withdrawal,5912,Seattle,TX,US,atm,true,true,false,false,,00,3,288.6,false
252.29,2024-06-04T04:00:00.000000,atm_withdrawal,,Seattle,WA,US,pin,true,true,false,false,,51,2,276.97,false
144.36,2024-11-16T08:00:00.000000,purchase,,Dallas,WA,US,pin,false,true,false,false,,00,3,48.15,false
196.24,2024-09-27T20:00:00.000000,purchase,7011,Dallas,WA,US,signature,true,true,false,false,,00,2,205.16,false
240.09,2024-08-11T22:00:00.000000,purchase,5812,Dallas,WA,US,atm,false,true,false,false,,00,2,166.23,false
26.35,2024-02-27T03:00:00.000000,purchase,,Dallas,TX,US,pin,true,true,false,false,,00,2,121.54,false
198.52,2024-02-06T09:00:00.000000,atm_withdrawal,,Dallas,WA,US,atm,true,true,false,false,,51,2,50.32,false
273.02,2024-09-25T18:00:00.000000,refund,,Phoenix,AZ,US,pin,false,true,false,false,,00,0,41.13,false
234.91,2024-04-08T12:00:00.000000,refund,,Dallas,TX,US,signature,true,true,false,false,,00,0,141.08,false
225.29,2024-05-13T07:00:00.000000,purchase,,Phoenix,TX,US,signature,true,true,false,false,,51,3,147.95,false
143.93,2024-11-03T00:00:00.000000,atm_withdrawal,5912,Seattle,TX,US,signature,false,true,false,false,,00,3,80.35,false
54.38,2024-01-06T17:00:00.000000,refund,5812,Seattle,WA,US,pin,false,false,false,true,,00,3,110.3,false
236.95,2024-06-03T14:00:00.000000,atm_withdrawal,,Dallas,WA,US,signature,false,true,false,false,,00,0,166.21,false
100.42,2024-05-22T10:00:00.000000,purchase,5812,Phoenix,WA,US,signature,true,true,false,false,,00,1,228.56,false
240.45,2024-11-26T07:00:00.000000,refund,,Seattle,AZ,US,contactless,true,false,false,false,,00,1,176.81,false
291.53,2024-08-31T16:00:00.000000,atm_withdrawal,5411,Seattle,WA,US,pin,true,true,false,false,,00,1,48.64,false
119.36,2024-04-30T17:00:00.000000,refund,7011,Dallas,TX,US,atm,true,true,false,false,,00,2,265.82,false
121.01,2024-05-06T00:00:00.000000,atm_withdrawal,7011,Dallas,WA,US,contactless,true,true,false,false,,51,2,110.3,false
284.09,2024-07-29T22:00:00.000000,purchase,5814,Phoenix,AZ,US,atm,true,true,false,false,,51,0,287.93,false
217.71,2024-11-28T09:00:00.000000,purchase,5814,Seattle,AZ,US,contactless,true,true,false,false,,51,0,294.5,false
51.83,2024-01-29T00:00:00.000000,refund,,Seattle,AZ,US,atm,false,true,false,false,,00,3,42.1,false
38.98,2024-04-09T15:00:00.000000,atm_withdrawal,,Seattle,WA,US,pin,true,false,false,false,,00,3,174.69,false
46.19,2024-12-11T20:00:00.000000,refund,5411,Dallas,AZ,US,signature,true,true,false,false,,00,0,290.04,false
271.55,2024-08-03T02:00:00.000000,purchase,7011,Seattle,TX,US,atm,true,true,false,false,,00,1,115.51,false
242.14,2024-05-11T07:00:00.000000,purchase,5812,Dallas,TX,US,signature,false,true,false,false,,00,3,164.24,false
44.71,2024-12-07T13:00:00.000000,purchase,7011,Phoenix,AZ,US,atm,true,false,false,false,,51,0,94.16,false
248.13,2024-07-08T07:00:00.000000,purchase,,Seattle,AZ,US,contactless,false,true,false,false,,00,1,8.6,false
294.11,2024-09-09T01:00:00.000000,atm_withdrawal,,Seattle,TX,US,atm,true,true,false,false,,00,2,61.37,false
197.52,2024-12-22T10:00:00.000000,purchase,,Seattle,WA,US,atm,true,true,false,false,,00,2,37.2,false
105.77,2024-08-03T11:00:00.000000,refund,5812,Phoenix,AZ,US,pin,false,false,false,false,,00,0,85.27,false
165.05,2024-12-15T12:00:00.000000,purchase,5814,Phoenix,TX,US,signature,true,true,false,false,,00,1,188.84,false
